"OTU_9";7;28;1;2;37;8;11;3;0;13;76;27;22;0;7;892;36;22;24;1;46;6;40;20;9;25;28;76;11;15;95;11;60;18;21;4;27;44;19;23;26;9;3;12;29;23;48;28;10;9;104;50;53;49;163;9;15;22;2;34;51;7;25;16;38;1;0;131;32;42;47;14;1;11;0;45
"OTU_10";10;102;5;16;12;103;57;26;8;6;60;20;11;41;24;44;54;21;72;52;31;53;139;0;27;31;20;29;43;17;39;22;7;22;35;32;57;60;5;11;41;61;33;97;43;31;53;27;16;50;29;29;54;12;24;11;7;50;7;56;73;75;9;47;130;4;12;56;194;70;124;66;47;1;1;65
"OTU_11";0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;2;0;0;0;1;0;1;0;1;2;2;0;2;0;0;6;0;0;0;2;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;0;5;0;0;0;0
"OTU_12";9;35;0;1;54;43;64;39;0;17;38;32;61;15;4;28;53;84;24;55;17;83;41;8;41;19;17;84;36;29;8;25;27;42;58;9;69;43;7;6;36;9;57;28;36;23;21;6;88;21;3;142;94;36;22;4;3;31;4;20;56;11;62;13;40;1;16;63;32;16;66;24;28;0;12;14
"OTU_13";22;14;2;17;16;88;18;22;1;5;34;17;34;18;26;30;34;22;32;5;30;19;53;1;51;8;20;43;61;8;9;26;10;33;32;9;53;17;6;10;35;26;30;17;66;7;14;17;91;18;11;50;41;13;17;20;17;48;14;44;17;22;5;11;17;0;5;32;12;44;43;59;3;2;0;26
"OTU_14";0;27;0;0;4;26;34;3;0;2;8;6;9;15;1;7;38;11;2;14;1;27;15;20;2;11;2;4;8;6;3;3;0;12;15;4;14;11;0;2;9;9;31;5;7;6;9;5;5;4;9;7;35;10;7;0;0;1;3;2;15;24;3;8;13;0;3;7;40;5;28;4;13;0;0;22
"OTU_15";0;0;0;0;17;0;0;0;0;6;0;1;0;0;0;1;1;0;2;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU_16";0;1;0;0;29;2;1;12;0;5;1;48;37;1;0;0;9;0;0;0;0;0;0;0;0;2;33;0;3;11;0;0;0;0;0;0;1;0;1;1;19;0;0;0;0;0;0;0;0;5;0;0;14;51;30;1;0;0;0;0;0;3;11;6;0;0;0;0;0;0;0;0;3;0;0;0
"OTU_17";24;340;0;20;92;201;112;83;1;50;188;118;143;352;75;193;472;90;72;146;45;219;179;43;141;202;157;205;228;117;70;29;41;81;249;28;183;101;44;45;106;89;199;108;101;89;73;78;196;117;74;78;300;205;144;21;32;121;24;121;204;416;51;136;230;2;21;144;237;87;531;98;59;0;1;167
"OTU_18";0;0;0;0;2;0;1;1;1;0;1;6;2;0;0;5;1;0;0;0;0;0;1;4;0;0;1;0;0;0;0;0;0;2;1;2;1;2;0;0;2;0;3;0;1;0;0;0;1;1;0;0;2;7;0;0;0;2;0;1;1;0;0;5;2;0;0;1;0;1;6;0;0;0;0;0
"OTU_19";26;43;2;42;214;132;241;116;1;23;988;164;108;67;74;99;51;108;123;356;292;476;430;268;271;88;81;152;326;18;307;532;28;494;512;264;78;114;68;17;135;157;368;293;256;646;198;9;131;11;209;86;317;180;194;14;6;108;28;237;123;29;361;79;314;0;12;114;206;268;78;351;5;1;4;394
"OTU_20";1;1;0;13;28;13;0;18;0;8;3;28;77;3;15;9;14;1;6;0;10;23;20;4;6;1;8;0;1;14;0;17;1;0;19;6;15;9;1;36;13;1;6;1;11;10;7;5;17;8;11;11;55;101;43;2;0;2;1;5;1;3;19;0;1;0;0;15;10;9;2;36;2;1;1;46
"OTU_21";1;6;0;1;16;6;1;11;0;7;44;8;51;0;1;66;4;45;3;8;6;18;0;2;3;0;2;14;6;18;5;14;0;0;34;6;9;5;6;1;1;0;8;4;0;37;20;1;12;3;13;29;3;33;90;0;0;2;0;4;2;3;14;0;0;0;0;28;6;0;31;1;4;0;0;15
"OTU_22";0;1;0;0;12;1;0;0;4;2;1;3;0;0;0;2;3;0;14;0;0;5;0;0;6;0;0;0;0;4;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;5;0;0;0;0;4;2;0;0;0;0;0;0;19;1;1;1;0;1;1;0;0;27;0;0;0;0;10
"OTU_23";0;0;0;0;10;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;10;0;0;0
"OTU_24";1;2;0;0;9;0;3;1;0;1;15;1;0;1;0;0;3;4;0;5;7;9;2;1;0;1;2;0;4;6;7;4;1;2;2;1;0;2;0;0;4;1;5;14;0;0;0;9;1;17;0;0;1;0;0;0;0;1;0;5;8;9;2;11;24;0;0;1;6;6;8;0;8;0;0;1
"OTU_25";50;13;0;0;77;0;0;0;0;10;1;0;0;0;0;674;0;62;16;0;0;95;0;0;9;0;0;28;324;41;75;137;49;501;0;0;0;0;0;0;153;0;0;0;0;109;0;9;0;36;0;220;0;0;1;16;85;237;25;0;0;20;71;160;0;0;10;406;1;0;70;0;15;0;1;4
"OTU_26";0;1;0;0;4;0;1;0;0;0;3;0;0;0;0;0;0;0;0;2;0;3;0;0;0;2;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;0;0;0;0;0;1;0;0;0;0;0
"OTU_27";5;14;0;1;6;0;0;2;0;0;9;17;3;5;0;6;25;1;7;2;3;7;1;16;2;0;1;10;2;2;2;6;2;3;1;0;8;0;0;1;1;1;1;1;0;3;4;1;1;49;5;3;0;12;1;0;4;9;3;0;0;5;3;3;0;0;0;7;0;3;9;1;6;0;12;7
"OTU_28";0;0;0;0;72;0;0;40;0;1;0;42;67;0;0;0;2;0;53;47;0;67;0;0;62;0;0;0;0;0;0;3;0;17;0;0;0;4;12;0;0;0;59;0;0;4;0;0;57;0;0;1;0;39;0;0;0;0;18;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU_29";20;14;0;50;43;6;15;177;3;13;162;178;133;72;40;213;46;65;52;12;57;335;22;37;30;84;15;115;77;43;104;0;36;0;301;59;61;69;36;38;216;3;77;21;21;1;23;22;27;14;173;95;84;183;97;10;12;34;70;95;95;0;70;24;17;2;0;109;69;104;20;105;27;2;0;44
"OTU_30";0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU_31";30;143;1;16;75;55;56;41;0;24;67;38;63;55;42;13;63;91;75;61;23;63;44;3;98;32;26;113;102;47;29;62;7;48;47;15;47;59;9;17;92;20;49;55;78;71;64;9;79;57;30;51;53;35;21;53;59;46;20;32;60;68;57;65;123;2;80;75;68;65;94;70;31;1;49;78
"OTU_32";47;0;2;30;83;80;109;60;0;12;183;59;82;40;45;32;2;0;46;102;86;148;50;79;49;110;25;127;140;69;0;78;110;26;79;10;34;100;44;0;113;6;92;81;23;39;23;7;63;101;80;59;46;58;26;23;46;129;13;69;53;231;107;65;94;0;41;76;56;26;0;40;189;3;7;132
"OTU_33";98;28;0;14;523;163;21;61;0;45;129;120;86;23;19;0;5;600;67;77;124;299;11;1322;33;147;150;676;338;102;103;97;0;308;199;0;3;69;20;6;568;1;31;69;17;141;36;5;50;108;97;0;155;64;371;38;60;274;12;112;81;8;212;272;103;0;19;1;65;12;41;24;9;0;300;167
"OTU_34";2;608;0;3;15;16;75;12;0;2;87;13;29;34;7;50;88;68;22;164;8;57;15;30;39;36;9;31;107;22;20;29;23;37;83;20;84;24;32;7;12;11;205;66;30;32;51;9;61;9;13;28;137;51;54;11;1;3;4;16;21;103;16;9;120;0;13;43;117;23;189;27;74;0;18;78
"OTU_35";0;0;0;2;10;0;0;0;3;3;0;1;0;0;2;0;106;0;21;12;0;13;0;0;29;0;0;0;0;0;0;0;0;0;0;0;2;1;11;5;0;0;36;0;0;0;1;0;14;0;4;0;0;0;0;0;0;0;7;0;0;0;62;0;0;4;0;0;0;0;0;0;0;1;0;34
"OTU_36";0;0;2;0;4;0;6;0;0;1;1;0;0;5;1;0;0;0;0;0;0;0;0;1;1;9;0;11;4;0;0;1;2;0;0;2;0;0;0;0;1;0;6;0;0;0;4;0;1;5;0;0;0;1;0;1;0;4;0;3;0;0;1;6;0;0;0;0;1;5;0;2;2;0;2;0
"OTU_37";0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;15;0;5;0;0;3;0;0;0;10;0;0;0;0;0;1;0;0;0;1;4;2;0;11;1;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;3;0;5;0;2;0;0;0;0;3;0;0;0;0;0;0;0;6
"OTU_38";21;124;0;33;79;68;347;67;1;12;41;79;78;28;14;85;180;70;38;54;58;203;122;82;29;34;86;121;57;125;119;43;13;77;72;35;199;90;21;20;57;72;86;61;73;131;168;9;50;106;78;39;256;147;16;8;0;36;9;21;108;51;88;82;46;0;22;54;294;97;228;169;36;0;131;147
"OTU_39";15;6;3;44;599;270;68;332;1;128;88;367;235;13;57;378;85;24;182;356;58;310;89;45;165;12;113;73;236;71;64;69;49;97;199;166;234;48;71;53;335;25;479;7;71;63;276;79;132;33;115;307;240;305;171;15;15;125;20;31;128;102;517;59;32;1;3;313;38;139;32;387;63;3;1;119
"OTU_40";0;9;0;1;23;25;12;24;0;3;2;30;2;5;3;7;0;1;0;2;3;0;4;9;0;40;12;2;6;12;13;27;28;17;9;2;7;9;1;0;2;2;0;3;7;25;0;0;1;0;0;9;5;1;15;0;0;22;0;3;11;13;14;2;9;0;0;25;0;1;11;1;0;0;0;0
"OTU_41";36;26;0;12;70;11;6;267;0;30;68;65;155;3;14;20;8;218;46;35;90;88;3;37;21;0;2;135;52;86;136;27;17;22;93;6;12;63;4;4;129;0;8;1;8;26;43;13;20;9;17;94;17;35;20;5;47;78;10;2;3;3;81;14;6;0;9;69;56;12;12;55;5;0;0;48
"OTU_42";2;0;4;1;37;4;0;2;0;5;27;5;3;1;2;6;2;6;3;20;2;4;3;22;2;7;3;3;1;28;1;1;3;15;0;0;0;1;15;0;3;0;2;25;3;5;0;0;5;4;4;1;4;2;11;0;3;10;0;42;4;1;29;20;55;0;0;6;0;3;1;1;0;0;12;8
"OTU_43";8;1;2;0;21;1;1;5;0;7;22;11;26;1;0;0;3;4;13;15;14;30;18;50;10;2;5;33;5;3;17;0;0;0;1;12;0;3;3;0;2;0;1;4;11;0;2;1;10;8;2;0;3;29;12;0;26;44;1;15;2;7;8;3;37;0;0;0;4;17;2;28;6;0;17;3
"OTU_44";11;70;0;11;88;92;123;1;1;3;94;3;0;79;27;99;120;20;53;131;26;110;57;29;43;59;34;77;121;80;20;70;21;77;53;25;66;28;28;8;54;47;91;97;57;122;54;7;63;36;37;83;163;5;38;11;26;30;16;43;54;70;48;65;190;0;12;90;103;55;45;62;28;0;8;86
"OTU_45";0;1;0;0;1;0;3;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"OTU_46";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU_47";2;9;0;1;5;2;3;5;0;0;12;16;3;10;2;10;3;7;1;22;2;11;13;21;3;2;3;0;8;6;2;4;2;11;6;8;2;5;1;0;5;6;31;5;2;5;12;3;6;24;3;6;6;8;4;0;0;6;0;0;2;0;9;6;5;0;2;2;4;7;3;18;3;0;0;6
"OTU_48";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU_49";3;28;3;10;30;10;2;13;1;20;11;21;29;0;9;59;1;42;41;2;7;49;4;1;3;0;0;13;35;69;101;6;31;5;11;13;1;8;12;1;72;1;4;19;2;1;211;9;14;32;15;72;25;5;9;2;7;17;0;5;1;16;54;21;11;5;3;72;40;10;11;28;24;10;0;43
"OTU_50";0;0;0;0;3;0;0;0;1;0;0;1;0;76;6;5;21;0;8;0;0;16;0;2;15;9;0;0;0;1;0;0;0;0;0;0;21;0;1;5;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;5;0;13;0;5;0;0;2;0;0;0;0;0;0;0;0;0;10
"OTU_51";13;6;0;1;16;5;11;18;0;0;7;12;11;2;3;69;1;45;4;65;28;3;7;0;3;3;18;79;12;3;40;1;9;0;114;17;0;17;35;0;8;3;68;1;2;3;27;4;79;1;7;10;13;1;33;3;7;40;0;14;7;2;9;2;3;0;0;27;13;12;3;23;1;7;0;6
"OTU_52";3;5;1;0;14;0;2;10;0;1;11;17;5;11;0;15;17;0;4;10;2;25;6;39;4;6;5;18;3;3;1;4;1;16;0;5;10;3;3;1;8;5;4;8;3;13;4;0;3;4;12;2;3;28;11;3;2;16;1;9;6;1;8;5;1;2;0;6;0;29;0;20;2;0;21;18
"OTU_53";0;0;0;0;122;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;475;0;0;0;0;0;0;48;0;0;0;0;0;0;0;1;0;0;0;146;0;1;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU_54";0;0;0;0;6;0;0;0;0;2;0;0;0;0;0;0;4;0;8;0;14;11;0;0;0;0;0;0;5;3;0;4;0;0;2;0;4;2;0;1;9;0;0;0;0;13;11;0;0;0;1;0;5;9;16;1;0;0;0;0;0;0;11;0;0;1;0;0;5;0;0;0;0;0;0;0
"OTU_55";0;0;0;0;3;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"OTU_56";19;8;21;11;115;24;0;12;4;15;41;46;34;0;11;223;52;100;33;59;30;45;83;75;28;1;69;83;0;114;40;46;39;226;30;48;75;46;106;21;0;23;82;86;158;95;7;5;93;55;9;61;21;44;127;0;35;280;6;91;0;27;65;0;229;6;4;207;53;69;19;140;56;1;17;19
"OTU_57";204;26;40;8;230;151;21;91;1;53;17;166;431;50;22;101;183;135;109;278;85;253;19;1325;123;130;292;548;256;231;83;170;25;691;13;89;67;56;105;22;176;14;61;17;47;168;86;30;96;292;2;51;163;438;254;9;299;551;37;46;107;51;94;206;60;1;13;108;111;308;65;225;107;11;317;16
"OTU_58";0;5;2;1;6;6;14;5;3;0;38;7;3;17;5;9;12;56;2;92;10;7;7;35;7;48;12;1;25;1;50;39;0;180;13;19;17;14;31;10;32;0;34;24;2;71;36;3;23;32;16;0;7;6;21;0;0;1;2;53;53;1;9;21;23;2;8;2;16;0;27;35;15;2;41;22
"OTU_59";0;14;3;1;4;33;4;4;0;0;2;22;21;5;1;12;2;33;13;11;6;67;31;54;53;27;116;2;2;4;41;26;0;105;19;33;0;5;2;2;4;15;4;3;34;39;0;3;2;1;5;0;90;20;137;0;0;0;9;6;35;0;0;5;2;1;0;5;17;8;10;74;0;0;94;10
"OTU_60";0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2
"OTU_61";50;247;0;56;119;325;194;40;0;21;344;54;64;55;62;251;200;65;126;75;113;222;371;35;152;106;73;264;728;49;75;114;62;157;229;138;180;89;83;25;209;253;232;273;178;116;277;55;145;107;222;124;342;104;113;22;36;181;48;130;79;294;81;95;186;0;23;168;164;214;362;305;109;1;1;354
"OTU_62";0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"OTU_63";32;79;3;5;39;119;504;105;6;9;20;28;41;33;21;16;61;20;54;102;17;153;22;0;115;26;24;71;20;57;2;7;124;0;7;22;24;49;3;5;10;86;29;82;15;13;217;0;31;8;15;75;54;84;25;2;25;71;11;34;104;19;28;27;38;7;7;15;115;17;29;36;7;2;12;58
"OTU_64";0;3;0;2;11;3;4;2;0;0;0;5;5;0;2;32;0;14;6;9;1;5;16;2;3;1;1;8;0;7;9;8;1;9;4;3;5;8;4;0;2;5;9;3;9;2;0;2;9;4;4;11;2;2;2;1;1;5;5;3;6;0;2;0;4;2;1;9;1;3;4;6;3;1;0;5
"OTU_65";0;214;0;19;139;115;205;29;0;20;168;17;28;230;70;85;299;134;47;258;84;175;363;14;70;112;90;6;245;106;42;83;33;79;192;50;202;131;47;20;145;172;241;196;266;120;90;36;140;257;81;62;184;65;60;24;3;1;21;109;288;313;133;160;355;0;43;91;395;84;243;104;104;0;12;214
"OTU_66";1;34;0;4;42;3;4;2;0;10;10;7;7;1;4;152;1;32;15;53;10;33;40;9;22;2;1;18;3;31;46;21;4;13;14;15;10;10;17;1;6;27;42;9;28;33;24;13;24;7;47;27;12;15;27;0;4;37;14;1;5;47;14;3;27;3;0;35;11;12;27;17;15;0;0;34
"OTU_67";2;0;0;1;26;4;5;3;0;0;18;17;10;3;1;21;6;5;2;8;9;6;5;10;5;4;4;31;21;9;4;2;2;5;8;2;8;8;4;3;1;0;6;2;7;12;7;2;2;20;25;1;7;11;7;0;10;22;0;4;9;12;7;3;4;0;2;16;9;3;11;9;5;0;11;13
"OTU_68";1;0;0;0;69;1;0;0;0;6;62;2;0;0;0;96;0;0;0;0;33;0;7;0;0;0;0;2;0;99;0;0;18;0;74;47;0;60;0;0;0;0;0;74;0;0;0;15;0;1;0;21;0;0;0;0;0;1;0;63;0;99;43;0;164;0;0;45;119;49;0;59;25;0;0;1
"OTU_69";3;7;0;0;3;0;0;0;0;0;3;1;2;0;0;4;0;0;0;0;3;0;1;5;0;0;1;0;2;2;2;0;0;1;0;0;0;0;0;0;2;0;0;1;1;0;0;0;1;0;4;1;6;3;2;2;0;3;0;2;0;0;5;2;4;0;0;9;1;6;1;4;0;0;0;11
"OTU_70";2;1;1;3;32;12;12;5;0;5;6;2;6;2;4;38;4;28;3;11;11;32;21;69;4;0;3;14;36;30;7;18;8;10;26;3;11;9;9;0;30;0;1;0;0;27;43;0;4;6;14;21;20;2;7;0;2;11;4;0;9;0;17;0;1;0;1;40;7;13;1;30;0;2;33;33
"OTU_71";8;10;158;7;64;102;45;29;62;18;147;138;42;23;10;48;5;11;103;191;144;74;156;32;69;20;39;17;79;121;157;113;78;104;60;210;48;232;174;4;119;65;80;45;38;117;104;7;35;7;132;43;46;162;90;2;5;61;5;96;74;39;122;46;129;114;4;125;52;120;15;231;44;177;3;81
"OTU_72";3;10;0;4;31;4;60;12;0;6;17;16;10;10;2;156;18;26;5;12;21;33;4;2;3;3;5;26;10;13;53;23;23;10;41;7;9;23;14;8;42;3;9;7;1;22;16;2;8;13;28;90;26;17;3;3;1;10;0;2;17;20;15;4;8;2;1;53;20;8;21;27;14;0;1;10
"OTU_73";0;7;0;0;3;0;7;0;0;0;0;0;0;2;0;0;12;1;1;1;0;1;4;3;2;1;6;3;3;3;1;1;1;0;1;1;2;3;0;1;1;10;0;2;6;1;1;1;0;2;0;0;2;0;1;0;0;0;0;1;2;1;2;94;6;0;1;0;11;0;12;0;0;0;0;0
"OTU_74";2;3;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0
"OTU_75";6;64;0;1;12;3;45;17;0;3;22;21;7;4;1;2;19;46;6;26;14;30;3;0;8;4;8;39;8;22;13;26;0;19;34;5;3;14;2;5;8;0;15;11;9;24;5;0;14;0;3;1;22;17;4;8;0;18;5;8;1;1;18;2;23;0;15;3;43;7;63;14;2;0;0;10
"OTU_76";0;0;0;0;3;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"OTU_77";0;0;0;5;7;3;9;0;1;0;26;0;0;20;7;31;44;1;22;6;0;54;37;8;16;15;11;0;6;2;3;11;7;4;4;6;47;3;5;10;3;3;11;11;7;23;3;2;5;4;15;5;14;4;4;2;0;0;6;43;30;14;20;7;54;2;0;9;2;27;5;11;2;0;0;41
"OTU_78";3;9;0;7;7;18;28;11;2;1;2;11;13;29;14;15;12;19;8;0;9;17;23;0;14;6;8;10;13;22;9;18;2;31;13;0;25;8;0;2;24;8;4;5;21;8;8;6;28;20;1;27;10;9;4;2;0;14;1;4;44;3;5;7;5;3;5;36;6;9;11;17;6;4;0;5
"OTU_79";0;6;0;0;2;3;0;0;0;2;2;1;1;0;0;0;0;3;1;5;1;0;5;8;2;0;0;0;0;3;9;0;0;0;1;0;1;2;1;0;2;1;2;2;0;0;2;1;0;1;0;0;0;1;0;3;0;1;0;0;0;0;2;2;3;0;1;2;0;0;4;0;0;0;1;0
"OTU_80";1;19;2;0;10;23;3;1;0;2;38;3;6;4;0;31;4;80;5;39;29;12;28;3;4;4;12;5;50;24;28;38;4;23;81;5;6;21;10;1;22;3;13;8;18;14;24;26;8;160;19;11;33;7;17;0;0;4;0;21;2;38;11;43;7;0;5;47;12;7;50;16;111;5;65;10
"OTU_81";0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;1;0;1;3;0;5;0;0;2;0;1;0;0;1;0;0;0;0;1;1;2;1;0;1;0;2;1;0;2;0;0;1;0;1;1;0;0;1;2;0;0;0;0;1;0;2;3;1;0;0;0;0;1;1;1;0;0;0;0;3
"OTU_82";27;1106;1;11;2;499;163;326;5;17;6;337;226;251;68;70;250;143;0;534;19;3;291;175;0;259;381;147;570;55;182;0;139;0;28;56;75;8;60;29;178;223;324;8;113;1;27;0;249;0;10;118;482;298;200;98;25;234;0;13;158;0;34;162;26;2;0;199;21;54;563;177;0;0;84;45
"OTU_83";1;5;0;0;9;1;0;2;1;0;0;5;6;10;0;0;19;2;0;1;2;0;15;0;0;19;5;5;1;3;3;0;0;0;2;3;4;1;4;2;6;4;11;0;2;0;0;0;3;0;0;0;1;7;3;1;0;1;0;0;11;0;5;2;0;0;0;0;9;2;13;8;0;0;0;0
"OTU_84";0;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;0;0;3;1;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"OTU_85";0;0;0;6;2;0;0;0;0;0;14;0;0;0;6;10;12;0;2;0;2;24;1;1;0;0;0;0;1;0;0;0;1;0;0;0;5;0;0;1;0;0;0;2;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;3;0;1;2;7;13;2;0;3;0;0;0;0;0;0;0;35
