;X151f;X126f;X96f;X175f;X79f;X100f;X99f;X163f;manual_tax;NCBI_tax
tax_414;0;1;0;0;0;1;1;0;Discard;"Eukaryota; Alveolata; Apicomplexa; Conoidasida; Coccidia; Eucoccidiorida; Eimeriorina; Sarcocystidae; Toxoplasma"
tax_415;2;5;0;0;4;1;3;3;Discard;"Eukaryota; Alveolata; Ciliophora; Intramacronucleata; Oligohymenophorea; Hymenostomatida; Tetrahymenina; Tetrahymenidae; Tetrahymena"
tax_416;1;8;1;1;2;3;2;4;Discard;"Eukaryota; Alveolata; Ciliophora; Intramacronucleata; Oligohymenophorea; Peniculida; Parameciidae; Paramecium"
tax_417;1;41;1;0;13;6;4;3;Discard;"Eukaryota; Alveolata; Perkinsea; Perkinsida; Perkinsidae; Perkinsus"
tax_418;1;3;0;1;4;3;1;0;Discard;"Eukaryota; Amoebozoa; Archamoebae; Entamoebidae; Entamoeba"
tax_419;1;4;2;5;1;2;0;0;Discard;"Eukaryota; Amoebozoa; Mycetozoa; Dictyosteliida; Dictyostelium"
tax_420;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Choanoflagellida; Codonosigidae; Codosiga"
tax_421;0;3;3;0;2;0;0;8;Discard;"Eukaryota; Choanoflagellida; Codonosigidae; Monosiga"
tax_422;1;2;1;0;1;2;0;0;Discard;"Eukaryota; Diplomonadida; Hexamitidae; Giardiinae; Giardia"
tax_423;1;0;0;0;0;0;0;0;Discard;"Eukaryota; Euglenozoa; Kinetoplastida; Bodonidae; Bodo"
tax_424;0;0;0;0;1;0;0;1;Discard;"Eukaryota; Euglenozoa; Kinetoplastida; Trypanosomatidae; Leishmania"
tax_425;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Euglenozoa; Kinetoplastida; Trypanosomatidae; Leishmania; Leishmania braziliensis species complex"
tax_426;2;2;0;0;0;0;0;4;Discard;"Eukaryota; Euglenozoa; Kinetoplastida; Trypanosomatidae; Leishmaniinae; Leishmania"
tax_427;1;0;3;0;1;1;1;1;Discard;"Eukaryota; Euglenozoa; Kinetoplastida; Trypanosomatidae; Leishmaniinae; Leishmania; Leishmania braziliensis species complex"
tax_428;0;5;1;2;28;3;0;3;Discard;"Eukaryota; Euglenozoa; Kinetoplastida; Trypanosomatidae; Trypanosoma"
tax_429;1;0;1;1;1;2;0;3;Discard;"Eukaryota; Euglenozoa; Kinetoplastida; Trypanosomatidae; Trypanosoma; Schizotrypanum"
tax_430;1;1;0;1;0;1;0;4;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Phaeosphaeriaceae; Parastagonospora"
tax_431;0;0;0;1;0;0;1;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Pyrenophora"
tax_432;2;9;3;1;14;3;5;6;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus"
tax_433;0;1;0;0;5;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Neosartorya"
tax_434;0;0;1;2;0;3;2;2;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium; Penicillium chrysogenum complex"
tax_435;15;3;4;0;131;16;34;26;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Trichocomaceae; Talaromyces"
tax_436;0;0;0;0;0;1;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Trichocomaceae; mitosporic Trichocomaceae; Aspergillus"
tax_437;0;0;0;0;1;0;0;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Blastomyces"
tax_438;1;0;0;1;0;3;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Ajellomycetaceae; Histoplasma"
tax_439;0;0;1;0;0;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; Arthroderma"
tax_440;0;1;0;1;0;3;0;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; mitosporic Onygenales; Coccidioides"
tax_441;6;0;2;2;20;4;3;3;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; mitosporic Onygenales; Paracoccidioides"
tax_442;1;1;0;0;1;3;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Botrytis"
tax_443;1;11;0;1;1;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia"
tax_444;0;0;1;0;3;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; Plectosphaerellaceae; mitosporic Plectosphaerellaceae; Verticillium"
tax_445;3;1;1;0;2;2;0;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium"
tax_446;0;0;0;0;0;1;1;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium solani species complex"
tax_447;2;0;2;0;0;1;1;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; Magnaporthaceae; Magnaporthe"
tax_448;2;0;3;0;0;0;4;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Chaetomiaceae; Chaetomium"
tax_449;0;2;0;1;0;0;2;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Lasiosphaeriaceae; Podospora"
tax_450;2;1;1;0;1;2;3;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora"
tax_451;6;0;0;0;9;1;3;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Pezizomycotina; Leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Trichocomaceae; Neosartorya"
tax_452;0;0;0;0;0;0;2;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Eremothecium"
tax_453;33;30;5;1;135;62;25;59;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Kluyveromyces"
tax_454;7;0;5;1;2;1;4;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Candida/Lodderomyces clade; Candida"
tax_455;0;0;0;0;0;4;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Candida/Lodderomyces clade; Lodderomyces"
tax_456;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Debaryomyces"
tax_457;0;0;0;1;2;3;0;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Meyerozyma"
tax_458;8;2;0;0;16;16;15;9;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Scheffersomyces"
tax_459;0;1;1;0;0;2;0;2;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia"
tax_460;0;1;2;0;4;0;0;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Metschnikowiaceae; Clavispora"
tax_461;0;0;0;0;0;0;0;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Phaffomycetaceae; Komagataella"
tax_462;0;0;0;0;0;1;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Eremothecium"
tax_463;0;0;1;0;1;1;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Lachancea"
tax_464;1;0;0;0;0;0;1;1;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Nakaseomyces; Nakaseomyces/Candida clade"
tax_465;7;9;0;0;18;8;6;6;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces"
tax_466;0;0;0;0;1;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Vanderwaltozyma"
tax_467;0;0;0;1;0;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Zygosaccharomyces"
tax_468;0;1;0;0;0;0;1;0;Discard;"Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces"
tax_469;0;0;0;0;1;0;1;2;Discard;"Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Psathyrellaceae; Coprinopsis"
tax_470;0;0;0;0;1;0;0;2;Discard;"Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Tricholomataceae; Laccaria"
tax_471;0;0;0;0;3;0;0;0;Discard;"Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Postia"
tax_472;0;0;0;0;1;1;2;2;Discard;"Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellaceae; Filobasidiella; Filobasidiella/Cryptococcus neoformans species complex"
tax_473;0;0;0;0;0;1;0;1;Discard;"Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Malasseziomycetes; Malasseziales; Malasseziaceae; Malassezia"
tax_474;1;0;0;0;0;0;1;2;Discard;"Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Ustilago"
tax_475;0;2;0;1;0;0;0;0;Discard;"Eukaryota; Fungi; Microsporidia; Nosematidae; Nosema"
tax_476;0;0;0;0;0;0;0;1;Discard;"Eukaryota; Fungi; Microsporidia; Unikaryonidae; Encephalitozoon"
tax_477;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila"
tax_478;2;0;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles"
tax_479;4;0;0;0;10;1;1;2;Discard;"Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Culex"
tax_480;0;0;0;0;0;1;0;2;Discard;"Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apis"
tax_481;1;0;0;0;1;1;2;2;Discard;"Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Chalcidoidea; Pteromalidae; Pteromalinae; Nasonia"
tax_482;0;1;0;1;1;0;2;0;Discard;"Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidiformes; Aphidoidea; Aphididae; Macrosiphini; Acyrthosiphon"
tax_483;22;104;1;1;2;1;0;3;Discard;"Eukaryota; Metazoa; Chordata; Cephalochordata; Branchiostomidae; Branchiostoma"
tax_484;0;0;0;0;1;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Cyclostomata; Hyperoartia; Petromyzontiformes; Petromyzontidae; Petromyzon"
tax_485;1;2;1;0;3;3;0;2;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Tetraodontiformes; Tetradontoidea; Tetraodontidae; Tetraodon"
tax_486;0;0;0;0;0;0;0;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Cichlomorphae; Cichliformes; Cichlidae; African cichlids; Pseudocrenilabrinae; Oreochromini; Oreochromis"
tax_487;0;0;0;0;1;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Ctenopharyngodon"
tax_488;2;2;1;1;9;0;2;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio"
tax_489;0;0;0;0;0;1;0;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Protacanthopterygii; Salmoniformes; Salmonidae; Salmoninae; Salmo"
tax_490;0;0;0;0;0;1;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Neobatrachia; Hyloidea; Craugastoridae; Craugastor"
tax_491;2;0;0;1;1;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana"
tax_492;0;0;0;0;0;1;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Crocodylia; Alligatoridae; Alligatorinae; Alligator"
tax_493;1;0;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus"
tax_494;1;1;0;0;0;0;0;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Passeriformes; Passeroidea; Estrildidae; Estrildinae; Taeniopygia"
tax_495;0;0;0;0;0;0;1;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Passeriformes; Passeroidea; Estrildidae; Euschistospiza"
tax_496;0;0;0;0;0;0;0;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Passeriformes; Phylloscopidae; Phylloscopus"
tax_497;0;0;0;0;1;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Palaeognathae; Tinamiformes; Tinamidae; Nothoprocta"
tax_498;3;0;0;0;8;13;3;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galliformes; Phasianidae; Phasianinae; Gallus"
tax_499;1;2;1;0;0;0;0;2;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Passeriformes; Passeroidea; Estrildidae; Estrildinae; Taeniopygia"
tax_500;0;0;0;0;1;0;0;2;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus"
tax_501;2;9;2;0;4;3;0;4;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Mus; Mus"
tax_502;4;13;0;22;0;4;3;2;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Sciurognathi; Muroidea; Muridae; Murinae; Rattus"
tax_503;10;1;0;1;0;3;0;4;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca"
tax_504;3;6;13;13;5;21;10;39;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo"
tax_505;1;0;2;4;1;1;22;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pan"
tax_506;0;0;1;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo"
tax_507;0;0;1;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Platyrrhini; Pitheciidae; Callicebinae; Callicebus"
tax_508;2;0;2;0;1;1;0;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis"
tax_509;0;0;1;3;0;0;0;4;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos"
tax_510;0;0;1;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Capra"
tax_511;0;0;0;1;0;0;1;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Suina; Suidae; Sus"
tax_512;2;3;6;3;3;3;0;6;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Perissodactyla; Equidae; Equus"
tax_513;0;0;0;0;0;0;1;0;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Xenarthra; Cingulata; Dasypodidae; Dasypus"
tax_514;2;1;0;0;2;1;4;1;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Didelphimorphia; Didelphidae; Monodelphis"
tax_515;1;1;0;2;0;0;1;3;Discard;"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Monotremata; Ornithorhynchidae; Ornithorhynchus"
tax_516;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Chordata; Tunicata; Appendicularia; Oikopleuridae; Oikopleura"
tax_517;0;1;2;0;1;3;0;1;Discard;"Eukaryota; Metazoa; Chordata; Tunicata; Ascidiacea; Enterogona; Phlebobranchia; Cionidae; Ciona"
tax_518;0;0;0;0;0;0;1;0;Discard;"Eukaryota; Metazoa; Chordata; Tunicata; Ascidiacea; Stolidobranchia; Pyuridae; Halocynthia"
tax_519;11;16;0;0;12;5;17;4;Discard;"Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella"
tax_520;0;2;1;1;1;2;1;1;Discard;"Eukaryota; Metazoa; Cnidaria; Hydrozoa; Hydroida; Anthomedusae; Hydridae; Hydra"
tax_521;3;17;0;0;3;1;2;0;Discard;"Eukaryota; Metazoa; Cnidaria; Hydrozoa; Hydroidolina; Anthoathecata; Aplanulata; Hydridae; Hydra"
tax_522;0;0;1;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Cnidaria; Hydrozoa; Hydroidolina; Leptothecata; Campanulariidae; Clytia"
tax_523;6;2;1;0;7;4;5;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae; Ixodes"
tax_524;0;0;0;0;0;11;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Araneoidea; Nephilidae; Nephila"
tax_525;3;1;0;0;23;7;1;5;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Theraphosidae; Haplopelma"
tax_526;0;0;0;0;0;0;1;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Astacidae; Pacifastacus"
tax_527;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Parastacoidea; Parastacidae; Cherax"
tax_528;0;0;0;0;0;0;0;1;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Peracarida; Isopoda; Oniscidea; Crinocheta; Porcellionidae; Porcellio"
tax_529;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Maxillopoda; Copepoda; Siphonostomatoida; Caligidae; Lepeophtheirus"
tax_530;0;0;0;1;0;0;2;1;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Cucujiformia; Tenebrionidae; Tenebrionidae incertae sedis; Tribolium"
tax_531;0;0;3;0;2;1;1;3;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila"
tax_532;2;0;1;0;0;0;0;1;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Hawaiian Drosophila"
tax_533;4;7;4;7;3;8;2;5;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora"
tax_534;0;0;0;0;0;0;0;1;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Brachycera; Muscomorpha; Muscoidea; Muscidae; Musca"
tax_535;0;0;1;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Chironomoidea; Ceratopogonidae; Ceratopogoninae; Culicoides; Monoculicoides"
tax_536;0;1;0;0;2;0;1;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicoidea; Culicidae; Anophelinae; Anopheles"
tax_537;0;1;0;0;0;1;1;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicoidea; Culicidae; Culicinae; Aedini; Aedes; Stegomyia"
tax_538;0;3;1;0;1;0;0;2;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Diptera; Nematocera; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Culex"
tax_539;1;0;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apis"
tax_540;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Chalcidoidea; Pteromalidae; Cleonyminae; Brachycaudonia"
tax_541;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Bombycidae; Bombycinae; Bombyx"
tax_542;3;7;1;0;6;4;3;1;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Heliothinae; Helicoverpa"
