;X151f;X126f;X96f;X175f;X79f;X100f;X99f;X163f;manual_tax;NCBI_tax
tax_543;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Heliconiinae; Heliconiini; Heliconius"
tax_544;0;0;0;0;0;1;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Pieridae; Pierinae; Pieris"
tax_545;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidiformes; Aphidoidea; Aphididae; Macrosiphini; Acyrthosiphon"
tax_546;6;16;0;0;34;13;7;6;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Phthiraptera; Anoplura; Pediculidae; Pediculus"
tax_547;0;2;0;0;0;2;3;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Ephemeroptera; Scapphodonta; Ephemeridae; Ephemera"
tax_548;4;3;2;1;5;2;3;1;Discard;"Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis"
tax_549;33;7;15;2;51;34;23;45;Discard;"Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Spirurida; Filarioidea; Onchocercidae; Brugia"
tax_550;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Ecdysozoa; Nematoda; Enoplea; Dorylaimia; Trichocephalida; Trichinellidae; Trichinella"
tax_551;0;0;0;1;0;0;0;0;Discard;"Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Asterozoa; Asteroidea; Valvatacea; Valvatida; Asterinidae; Patiria"
tax_552;0;2;1;0;1;1;0;0;Discard;"Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Echinozoa; Echinoidea; Euechinoidea; Echinacea; Echinoida; Strongylocentrotidae; Strongylocentrotus"
tax_553;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Metazoa; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus"
tax_554;0;0;0;0;1;0;0;0;Discard;"Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Ostreoida; Ostreoidea; Ostreidae; Crassostrea"
tax_555;0;0;0;0;0;1;0;0;Discard;"Eukaryota; Metazoa; Lophotrochozoa; Rotifera; Bdelloidea; Adinetida; Adinetidae; Adineta"
tax_556;7;9;0;2;15;9;3;1;Discard;"Eukaryota; Metazoa; Placozoa; Trichoplax"
tax_557;1;7;2;1;17;3;0;1;Discard;"Eukaryota; Metazoa; Platyhelminthes; Trematoda; Digenea; Strigeidida; Schistosomatoidea; Schistosomatidae; Schistosoma"
tax_558;18;16;2;0;221;62;38;39;Discard;"Eukaryota; Metazoa; Porifera; Demospongiae; Hadromerida; Suberitidae; Suberites"
tax_559;2;4;0;0;2;1;3;1;Discard;"Eukaryota; Parabasalia; Trichomonadida; Trichomonadidae; Trichomonas"
tax_560;0;5;0;1;4;0;0;0;Discard;"Eukaryota; Stramenopiles; Bacillariophyta; Bacillariophyceae; Bacillariophycidae; Naviculales; Phaeodactylaceae; Phaeodactylum"
tax_561;0;1;0;0;2;0;0;0;Discard;"Eukaryota; Stramenopiles; Bacillariophyta; Coscinodiscophyceae; Thalassiosirophycidae; Thalassiosirales; Thalassiosiraceae; Thalassiosira"
tax_562;1;0;2;1;18;5;1;1;Discard;"Eukaryota; Stramenopiles; Oomycetes; Peronosporales; Phytophthora"
tax_563;4;0;1;0;8;2;4;4;Discard;"Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Chlamydomonadaceae; Chlamydomonas"
tax_564;0;0;0;0;0;0;0;1;Discard;"Eukaryota; Viridiplantae; Chlorophyta; Chlorophyceae; Chlamydomonadales; Volvocaceae; Volvox"
tax_565;0;1;1;0;0;1;0;0;Discard;"Eukaryota; Viridiplantae; Chlorophyta; prasinophytes; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus"
tax_566;11;20;1;4;9;12;6;0;Discard;"Eukaryota; Viridiplantae; Chlorophyta; prasinophytes; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas"
tax_567;0;0;1;5;4;1;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Funariidae; Funariales; Funariaceae; Physcomitrella"
tax_568;0;0;0;0;1;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Araceae; Aroideae; Colocasieae; Colocasia"
tax_569;0;1;1;0;4;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BEP clade; Ehrhartoideae; Oryzeae; Oryza"
tax_570;0;0;0;0;2;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Bambusoideae; Bambuseae; Bambusinae; Bambusa"
tax_571;4;3;15;1;13;3;3;4;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza"
tax_572;1;1;0;0;0;0;0;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Triticum"
tax_573;8;26;2;0;10;3;3;6;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Andropogoneae; Sorghum"
tax_574;0;3;2;2;4;0;3;5;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; PACMAD clade; Panicoideae; Andropogoneae; Zea"
tax_575;0;0;0;0;0;0;1;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Nanodeaceae; Nanodea"
tax_576;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Anthemideae; Artemisiinae; Artemisia"
tax_577;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Apocynaceae; Rauvolfioideae; Vinceae; Catharanthinae; Catharanthus"
tax_578;0;1;0;0;0;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana"
tax_579;0;0;0;0;1;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Capsiceae; Capsicum"
tax_580;3;6;1;2;9;5;15;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis"
tax_581;0;6;0;0;0;0;0;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Citrullus"
tax_582;1;0;1;0;3;1;0;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Dalbergieae; Arachis"
tax_583;1;0;2;0;0;1;0;2;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Fabeae; Pisum"
tax_584;9;4;2;0;23;8;7;20;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja"
tax_585;0;0;1;0;1;0;0;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Trifolieae; Medicago"
tax_586;0;1;0;4;1;0;1;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Euphorbiaceae; Acalyphoideae; Acalypheae; Ricinus"
tax_587;1;0;0;0;1;2;5;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Populus"
tax_588;1;3;1;1;5;0;1;3;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis"
tax_589;0;1;0;0;4;2;0;3;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; Vitales; Vitaceae; Vitis"
tax_590;0;0;0;0;0;0;1;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; Vitales; Vitaceae; Vitis"
tax_591;0;0;0;2;0;0;0;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; eurosids I; Malpighiales; Salicaceae; Saliceae; Populus"
tax_592;8;5;0;0;1;1;1;0;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Populus"
tax_593;9;0;0;0;5;0;2;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Cupressales; Cupressaceae; Cupressus"
tax_594;1;1;0;6;1;0;0;1;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Pinales; Pinaceae; Picea"
tax_595;0;0;0;0;0;0;0;2;Discard;"Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinidae; Pinales; Pinaceae; Pinus; Pinus"
tax_596;1;3;1;2;0;0;0;0;Discard;"Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Lentivirus; Primate lentivirus group"
tax_597;1;2;0;0;0;0;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Alphabaculovirus"
tax_598;0;0;0;0;0;1;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Phikzlikevirus"
tax_599;0;1;0;0;0;0;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; environmental samples"
tax_600;0;0;0;1;0;0;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae"
tax_601;0;0;0;0;0;1;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Alloherpesviridae; Ictalurivirus"
tax_602;0;0;0;0;1;1;0;1;Discard;"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Alphaherpesvirinae; Simplexvirus"
tax_603;0;1;0;0;0;1;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Betaherpesvirinae; Cytomegalovirus"
tax_604;0;0;0;0;1;0;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Betaherpesvirinae; Muromegalovirus"
tax_605;0;0;0;0;5;0;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Betaherpesvirinae; Proboscivirus"
tax_606;0;0;1;0;0;0;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Herpesvirales; Herpesviridae; Gammaherpesvirinae; Percavirus"
tax_607;0;0;0;0;1;0;0;0;Discard;"Viruses; dsDNA viruses, no RNA stage; Poxviridae; Entomopoxvirinae; Betaentomopoxvirus"
tax_608;0;0;0;0;1;0;0;0;Discard;"Viruses; dsRNA viruses; Hypoviridae; Hypovirus"
tax_609;0;0;0;0;2;0;0;0;Discard;"Viruses; dsRNA viruses; Picobirnaviridae; Picobirnavirus"
tax_610;0;0;0;0;0;1;0;0;Discard;"Viruses; dsRNA viruses; Picobirnaviridae; Picobirnavirus; unclassified Picobirnavirus"
tax_611;0;0;0;1;0;0;0;0;Discard;"Viruses; environmental samples"
tax_612;1;0;0;0;0;0;0;0;Discard;"Viruses; ssDNA viruses; Geminiviridae; Begomovirus"
tax_613;0;0;0;0;3;0;0;0;Discard;"Viruses; ssRNA viruses; ssRNA negative-strand viruses; Mononegavirales; Filoviridae; Ebolavirus"
tax_614;4;0;2;0;0;3;2;0;Discard;"Viruses; ssRNA viruses; ssRNA negative-strand viruses; Orthomyxoviridae; Influenzavirus A"
tax_615;0;0;0;0;0;0;1;2;Discard;"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Hepeviridae; Hepevirus"
tax_616;0;0;0;0;0;1;0;0;Discard;"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nidovirales; Arteriviridae; Arterivirus"
tax_617;1;0;0;0;0;0;0;0;Discard;"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Enterovirus; unclassified Rhinovirus"
tax_618;1;0;0;0;0;0;0;0;Discard;"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Picornaviridae; Teschovirus"
tax_619;0;0;0;0;1;0;0;0;Discard;"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Togaviridae; Alphavirus"
tax_620;2;0;0;0;0;3;4;2;Discard;"other sequences; artificial sequences; vectors"
tax_621;0;0;13;0;0;0;0;0;Discard;"unclassified sequences; environmental samples"
