gene ;151f_1_10;126f_10_10;96f_11_10;175f_17_10;79f_1_40;100f_10_40;99f_11_40;163f_17_40
GL0146034_MH0016_scaffold14561_12_3418_5007;0;1;0;0;0;0;0;0
GL0146061_V1_scaffold97543_1_16061_18169;2;0;0;0;1;0;0;0
GL0146103_V1_scaffold31122_3_192_902;0;0;0;1;0;0;0;0
GL0146247_MH0025_scaffold11745_1_7135_7974;0;1;0;0;0;0;0;0
GL0146324_MH0012_scaffold4290_5_1268_2512;0;0;0;2;0;0;0;0
GL0146340_MH0014_scaffold57422_1_1_456;0;0;0;0;0;1;0;0
GL0146342_MH0014_scaffold57422_1_1259_1912;0;1;0;0;0;0;0;0
GL0146369_MH0082_scaffold12335_6_12132_14207;0;0;0;9;0;0;0;1
GL0146438_MH0012_scaffold12693_1_1407_4880;1;0;0;0;0;0;0;0
GL0146453_V1_scaffold20145_1_7426_10965;0;1;0;0;0;0;0;0
GL0146469_MH0086_scaffold88257_6_2_697;1;0;0;0;0;0;0;0
GL0146485_V1_scaffold94440_1_421_1437;0;0;0;1;0;0;0;0
GL0146497_MH0011_scaffold15127_3_482_583;9;1;1;14;7;1;11;0
GL0146501_MH0025_scaffold103830_1_2417_4210;0;2;0;0;0;0;0;0
GL0146561_MH0016_scaffold7971_1_1347_2741;0;0;0;0;4;0;0;0
GL0146594_MH0086_scaffold29438_2_611_2419;0;0;0;2;0;0;0;0
GL0146595_MH0025_scaffold17990_2_37_1008;0;2;0;2;0;0;0;0
GL0146616_MH0086_scaffold16252_2_2_859;0;1;0;0;0;0;0;0
GL0146651_MH0058_C4069307_1_1_537;0;0;0;1;0;0;0;0
GL0146720_MH0081_scaffold8185_1_2_115;0;0;0;1;0;0;0;0
GL0147099_MH0025_scaffold27730_2_48_980;0;1;0;0;0;0;0;0
GL0147125_MH0086_scaffold78876_4_3_1256;0;0;0;0;1;0;0;0
GL0147168_MH0025_scaffold8634_1_368_1876;0;0;0;1;0;0;0;0
GL0147261_MH0025_scaffold30990_1_3043_5046;0;1;0;0;0;0;0;0
GL0147313_MH0012_scaffold113102_1_3_245;0;0;0;1;0;0;0;0
GL0147351_MH0025_scaffold94498_2_21_524;0;0;0;2;0;0;0;0
GL0147415_MH0086_scaffold107040_1_289_1569;0;0;0;0;0;0;0;1
GL0147420_MH0025_scaffold24182_1_1446_2723;0;1;0;0;0;0;0;0
GL0147445_unmapped_scaffold713575_1_3_716;0;0;0;1;0;0;0;0
GL0147470_MH0059_C3283359_1_2_556;0;0;0;0;0;0;1;0
GL0147496_V1_C3966248_1_654_1049;0;1;0;0;0;0;0;0
GL0147549_V1_scaffold42992_1_3_185;0;0;0;1;0;0;0;0
GL0147652_V1_scaffold30213_1_1614_2810;0;0;0;1;0;0;0;0
GL0147663_V1_scaffold31014_1_2080_3144;1;0;0;0;0;0;0;0
GL0147679_V1_scaffold1486_1_780_2483;0;0;0;1;0;0;0;0
GL0147728_MH0069_scaffold4054_2_3_1160;0;0;0;0;0;1;0;0
GL0147734_MH0086_scaffold43277_3_180_980;0;0;0;0;1;0;0;0
GL0147752_MH0011_scaffold116744_1_1496_2413;0;0;0;0;0;1;0;0
GL0147785_MH0011_scaffold114256_2_3_1745;0;1;0;0;0;0;0;0
GL0147880_MH0069_scaffold29643_1_4272_5489;0;0;0;0;0;1;0;0
GL0147897_MH0081_C3687019_1_3_659;0;5;0;0;0;1;0;0
GL0147946_V1_scaffold108951_1_420_2492;0;3;0;0;0;0;0;0
GL0147966_MH0011_scaffold5154_5_10104_11984;0;0;0;0;0;1;0;0
GL0147968_V1_scaffold108972_3_85_504;0;0;0;0;1;0;0;0
GL0147977_V1_scaffold23171_2_3648_4436;0;1;0;0;0;0;0;0
GL0148007_V1_scaffold15013_1_2203_4848;0;1;0;0;0;0;0;0
GL0148043_V1_scaffold67052_5_56_580;0;0;0;0;1;0;0;0
GL0148307_MH0006_scaffold279416_1_369_1331;0;0;0;1;0;0;0;0
GL0148341_MH0014_scaffold15157_6_1949_2869;0;1;0;0;0;0;0;0
GL0148363_V1_scaffold43458_2_907_2085;0;0;0;1;0;0;0;0
GL0148379_V1_scaffold13745_2_958_2652;0;1;0;0;0;0;0;0
GL0148400_MH0025_scaffold98471_1_1_984;0;0;0;1;0;0;0;0
GL0148403_MH0025_scaffold98471_1_2844_3491;0;1;0;0;0;0;0;0
GL0148406_MH0025_scaffold98471_1_5431_6714;0;1;0;0;0;0;0;0
GL0148433_MH0012_scaffold119121_2_690_1907;0;0;0;0;0;0;0;1
GL0148446_MH0011_scaffold86915_3_376_1011;0;0;0;1;0;0;0;0
GL0148522_MH0080_scaffold65160_1_3382_5439;0;1;0;0;0;0;0;0
GL0148526_MH0069_scaffold18588_1_3_1010;0;0;0;1;0;0;0;0
GL0148591_MH0003_scaffold16955_4_18587_22636;0;32;0;0;0;0;0;0
GL0148673_MH0043_scaffold96543_1_259_1545;0;4;0;0;0;0;0;0
GL0148701_V1_scaffold8504_4_65_1162;0;1;0;0;0;0;0;0
GL0148788_V1_scaffold3131_3_2025_3242;0;1;0;0;0;0;0;0
GL0148885_V1_scaffold104800_2_744_1847;0;0;0;1;0;0;0;0
GL0148920_V1_scaffold5158_1_1932_3140;0;0;0;1;0;0;0;0
GL0148926_V1_scaffold17918_3_17377_18837;0;0;0;0;0;0;0;1
GL0148974_V1_scaffold17918_3_55447_56937;0;1;0;0;0;0;0;0
GL0148994_V1_scaffold80264_4_2598_3977;0;1;0;0;0;0;0;0
GL0149195_MH0082_scaffold30504_13_454_993;0;1;0;0;0;0;0;0
GL0149217_V1_scaffold86878_5_3_743;0;1;0;0;0;0;0;0
GL0149218_MH0080_scaffold92783_1_3_716;0;1;0;0;0;0;0;0
GL0149235_MH0014_scaffold20689_1_798_1187;0;0;0;0;0;0;0;1
GL0149236_MH0014_scaffold20689_1_1448_2383;0;0;0;1;0;0;0;0
GL0149424_V1_scaffold5767_7_6730_8418;0;0;0;1;0;0;0;1
GL0149460_MH0086_scaffold110749_2_476_817;0;1;0;0;0;0;0;0
GL0149477_MH0003_scaffold4639_1_70_585;0;1;0;0;0;0;0;0
GL0149558_MH0025_scaffold5732_2_3243_4343;0;0;0;0;1;0;0;0
GL0149600_MH0086_scaffold55643_3_1_5349;0;0;0;1;0;0;0;0
GL0149602_MH0025_scaffold385_1_3310_4776;0;0;0;0;0;0;0;1
GL0149621_MH0040_scaffold34582_3_4458_8672;0;0;0;0;1;0;0;0
GL0149636_MH0086_scaffold7712_11_1_471;0;0;0;0;0;0;1;0
GL0149659_MH0025_scaffold3014_6_1229_2185;0;13;0;5;0;0;0;0
GL0149664_V1_scaffold9394_2_10075_11349;0;1;0;0;0;0;0;0
GL0149669_MH0025_scaffold14906_1_272_748;0;1;0;0;0;0;0;0
GL0149670_MH0025_scaffold14906_1_773_1717;0;1;0;0;0;0;0;0
GL0149673_V1_scaffold7932_1_1897_3297;0;1;0;0;0;0;0;0
GL0149683_MH0025_scaffold31217_15_216_842;0;2;0;0;0;0;0;0
GL0149713_MH0058_scaffold82144_1_2257_4239;0;0;0;0;1;0;0;0
GL0149777_MH0009_scaffold27963_2_2592_3011;0;0;0;1;0;0;0;0
GL0149802_V1_scaffold78402_1_144_1073;0;0;0;0;0;0;2;0
GL0149842_MH0080_scaffold10745_3_1_123;0;1;0;0;0;0;0;0
GL0149888_V1_scaffold29819_2_3_905;0;1;0;0;0;0;0;0
GL0150032_MH0012_scaffold40581_2_1425_2783;0;0;0;0;1;0;0;0
GL0150035_MH0086_scaffold4804_1_2225_4795;0;1;0;2;0;0;0;0
GL0150042_MH0025_scaffold5959_19_1392_2165;0;1;0;0;0;0;0;0
GL0150154_V1_scaffold38726_1_21028_22470;0;1;0;0;0;0;0;0
GL0150219_MH0069_scaffold123830_3_1_738;0;0;0;1;0;0;0;0
GL0150327_MH0011_scaffold107077_4_903_1064;1;0;0;0;0;0;0;0
GL0150424_V1_scaffold62569_7_1242_3824;0;1;0;0;0;0;0;0
GL0150448_V1_scaffold537_1_3_872;0;1;0;0;0;0;0;0
GL0150455_MH0040_scaffold8245_5_218_1318;0;55;0;2;0;0;0;0
GL0150460_MH0086_scaffold27671_6_3322_4536;0;1;0;0;0;0;0;0
GL0150533_MH0014_scaffold12907_4_2894_3997;0;2;0;0;0;0;0;0
GL0150549_MH0025_scaffold13432_1_886_1698;0;0;0;0;0;0;0;1
GL0150563_V1_scaffold21828_1_3_104;0;0;0;1;0;0;0;0
GL0150575_MH0025_scaffold43308_1_2_1042;0;0;0;0;0;0;0;1
GL0150657_V1_scaffold4736_8_225_1646;0;0;0;0;1;0;0;0
GL0150658_V1_scaffold4736_8_1867_3621;0;0;0;2;0;0;0;0
GL0150782_MH0025_scaffold14873_1_449_1396;0;1;0;0;0;0;0;0
GL0150783_MH0006_scaffold35032_1_3_3134;0;1;0;2;0;0;0;0
GL0150904_MH0012_scaffold160616_2_298_1380;0;0;0;0;0;0;1;0
GL0150921_MH0082_scaffold54150_3_39_812;0;1;0;0;0;0;0;0
GL0150935_MH0014_scaffold514_3_6308_8347;0;1;0;0;0;0;0;0
GL0150960_V1_scaffold4230_1_2455_3537;0;0;0;1;0;0;0;0
GL0150992_V1_scaffold12792_1_213_1448;0;1;0;0;0;0;0;0
GL0151018_MH0014_scaffold10725_2_1111_2634;0;0;0;1;0;0;0;0
GL0151054_MH0059_scaffold87720_1_584_799;1;0;0;0;0;0;0;0
GL0151092_MH0025_scaffold16886_2_311_1516;0;4;0;0;0;0;0;0
GL0151093_MH0025_scaffold16886_2_1541_2776;0;2;0;0;0;0;0;0
GL0151096_MH0025_scaffold16886_2_6081_7031;0;1;0;0;0;0;0;0
GL0151098_MH0025_scaffold16886_2_7944_8687;0;4;0;0;0;0;0;0
GL0151099_MH0025_scaffold16886_2_8693_9934;0;15;0;0;0;0;0;0
GL0151131_MH0069_scaffold10652_2_57_677;0;0;0;1;0;0;0;0
GL0151169_V1_scaffold904_1_6657_7667;0;0;0;0;0;1;0;0
GL0151202_MH0006_scaffold26919_3_1943_2341;0;1;0;0;0;0;0;0
GL0151214_MH0012_scaffold22930_2_272_2869;0;7;0;0;0;0;0;0
GL0151215_MH0006_scaffold171004_9_50_709;0;0;0;0;1;0;0;0
GL0151241_MH0011_scaffold95056_1_1_375;0;2;0;0;0;0;0;0
GL0151295_MH0025_scaffold91062_1_323_1165;0;4;0;2;0;0;0;0
GL0151328_V1_scaffold106324_1_151_753;0;0;0;0;1;0;0;0
GL0151375_V1_scaffold20139_1_1535_2716;0;1;0;0;0;0;0;0
GL0151413_MH0025_scaffold81203_1_1654_2583;0;1;0;0;0;0;0;0
GL0151418_MH0025_scaffold81203_1_8372_9715;0;1;0;0;0;0;0;0
GL0151512_MH0025_scaffold26011_2_1789_3396;0;1;0;0;0;0;0;0
GL0151514_MH0025_scaffold94672_2_1_1137;0;0;0;1;0;0;0;0
GL0151545_V1_scaffold652_6_111_869;0;1;0;0;0;0;0;0
GL0151605_MH0025_scaffold21546_1_20_1414;0;1;0;1;0;0;0;0
GL0151619_unmapped_scaffold114267_3_16_744;0;0;0;1;0;0;0;0
GL0151647_MH0025_scaffold3224_7_263_844;0;1;0;0;0;0;0;0
GL0151689_MH0011_scaffold14083_2_451_1233;0;0;1;0;0;0;0;0
GL0151721_V1_scaffold2575_4_14895_15380;0;0;0;1;0;0;0;0
GL0151766_MH0006_scaffold14262_3_1_729;0;0;0;1;0;0;0;0
GL0151833_MH0025_scaffold1854_2_109_1470;0;0;0;3;0;0;0;0
GL0151862_MH0012_scaffold66859_2_1380_2735;0;105;0;0;0;0;0;0
GL0151871_MH0082_scaffold97792_1_3_218;0;0;0;0;0;0;1;0
GL0152064_MH0025_scaffold11756_1_713_1588;0;2;0;0;0;0;0;1
GL0152065_MH0025_scaffold11756_1_1590_2042;0;2;0;0;0;0;0;0
GL0152069_MH0080_scaffold90110_1_377_856;0;0;0;1;0;0;0;0
GL0152079_V1_scaffold103713_2_373_951;0;1;0;0;0;0;0;0
GL0152188_MH0025_scaffold73208_3_240_728;0;0;0;0;0;0;1;0
GL0152271_MH0025_scaffold17247_1_4967_6439;0;0;0;2;0;0;0;0
GL0152391_MH0069_scaffold14505_8_689_2335;1;11;0;0;0;0;1;0
GL0152416_MH0080_scaffold844_2_486_1859;0;1;0;0;0;0;0;0
GL0152442_V1_scaffold56110_1_845_1669;0;1;0;0;0;0;0;0
GL0152459_MH0003_scaffold74773_1_1466_4879;0;1;0;0;0;0;0;0
GL0152517_unmapped_scaffold706548_1_1_237;1;0;0;0;0;0;0;0
GL0152528_MH0014_scaffold7472_5_2733_3011;0;0;0;1;0;0;0;0
GL0152563_V1_scaffold24052_3_328_1197;0;0;0;2;0;0;0;0
GL0152571_V1_scaffold53152_5_1258_1815;0;1;0;0;0;0;0;0
GL0152614_MH0086_C4804549_1_30_656;0;0;0;2;0;0;0;0
GL0152707_MH0025_scaffold95759_1_2151_3194;0;1;0;0;0;0;0;0
GL0152768_MH0025_scaffold88924_6_455_1306;0;0;0;0;0;1;0;0
GL0152793_MH0006_scaffold18560_3_531_1079;0;0;0;1;0;0;0;0
GL0152809_MH0080_scaffold14290_2_3_977;0;0;0;0;0;0;0;1
GL0152843_MH0040_scaffold93855_2_2863_4419;0;1;0;0;0;0;0;0
GL0152969_V1_scaffold1422_1_8158_11049;0;0;0;0;0;0;0;5
GL0152994_MH0086_scaffold30276_4_1_606;0;1;0;0;0;0;0;0
GL0153155_MH0025_scaffold25588_11_1597_2568;0;1;0;0;0;1;0;0
GL0153159_MH0025_scaffold25588_11_5515_6654;0;1;0;0;0;0;0;0
GL0153224_MH0025_scaffold47731_5_414_1439;0;0;0;1;0;0;0;0
GL0153241_V1_scaffold26056_3_661_1344;0;1;0;0;0;0;0;0
GL0153269_MH0080_scaffold9384_1_872_1561;0;0;0;0;1;0;0;0
GL0153292_MH0006_scaffold60560_4_67_237;0;1;0;0;0;0;0;0
GL0153414_MH0025_scaffold22151_1_166_717;0;0;1;0;0;0;0;0
GL0153422_V1_scaffold74209_1_3_650;0;1;0;0;0;0;0;0
GL0153434_MH0025_C3603124_1_1_717;0;0;0;1;0;0;0;0
GL0153446_V1_scaffold51375_1_11538_12194;0;0;0;0;1;0;0;0
GL0153512_V1_scaffold7968_6_21_1043;0;0;0;0;0;0;2;0
GL0153522_V1_scaffold59503_2_694_1491;0;1;0;1;0;0;0;0
GL0153600_MH0011_scaffold10614_2_391_1230;0;1;0;0;0;0;0;0
GL0153723_MH0059_C3368535_1_3_119;1;5;0;1;0;0;0;3
GL0153777_MH0009_scaffold52951_4_44_1363;0;0;0;1;0;0;0;0
GL0153869_MH0014_scaffold17170_2_558_1595;0;0;0;1;0;0;0;0
GL0153886_V1_scaffold45616_1_2409_4013;0;0;0;1;0;0;0;0
GL0153896_V1_scaffold4431_3_319_2514;0;1;0;0;0;0;0;0
GL0153922_MH0082_scaffold13914_1_2_544;0;0;0;1;0;0;0;0
GL0153937_MH0014_scaffold15450_4_8274_9623;0;1;0;0;0;0;0;0
GL0154215_V1_scaffold40268_8_6301_7506;0;1;0;0;0;0;0;0
GL0154250_V1_scaffold50746_1_4860_5615;0;0;0;0;0;0;1;0
GL0154509_V1_scaffold48281_1_603_836;0;0;0;0;1;0;0;0
GL0154558_MH0014_scaffold9748_8_1419_2804;0;1;0;0;0;0;0;0
GL0154563_MH0011_scaffold73532_1_213_866;0;1;0;0;0;0;0;0
GL0154580_MH0080_scaffold97186_2_1205_2569;0;1;0;0;0;0;0;0
GL0154588_MH0069_scaffold51528_2_2239_3384;0;0;0;1;0;0;0;0
GL0154681_MH0025_scaffold27380_5_943_1254;1;0;0;0;0;0;0;0
GL0154699_MH0069_scaffold30131_3_1424_2128;0;0;0;1;0;0;0;0
GL0154700_MH0025_scaffold24334_3_6387_7445;0;0;0;0;0;0;1;0
GL0154782_MH0025_scaffold750_14_1_846;0;2;0;0;0;0;0;0
GL0154899_MH0069_scaffold78546_4_1013_2356;1;0;0;0;0;0;0;0
GL0154947_V1_scaffold103437_1_2_358;0;1;0;0;0;0;0;0
GL0155001_MH0025_scaffold5984_1_678_1241;0;0;0;0;0;0;0;1
GL0155033_MH0080_scaffold51771_3_3_617;0;0;0;1;0;0;0;0
GL0155088_MH0014_scaffold62359_1_13210_14403;0;1;0;0;0;0;0;0
GL0155091_MH0014_scaffold62359_1_16712_17830;0;2;0;0;0;0;0;0
GL0155239_MH0086_scaffold4503_2_13516_14013;0;0;0;0;1;0;0;0
GL0155259_MH0014_scaffold4342_5_22740_23600;0;1;0;0;0;0;0;0
GL0155280_V1_scaffold52400_1_1229_2857;0;1;0;0;0;0;1;0
GL0155378_MH0012_scaffold42875_6_2222_3205;0;0;0;0;0;1;0;0
GL0155379_MH0012_scaffold42875_6_3202_3735;1;0;0;0;0;0;0;0
GL0155380_MH0012_scaffold42875_6_3769_4851;0;0;0;0;0;1;0;0
GL0155387_MH0012_scaffold42875_6_12917_13585;2;0;0;0;0;0;0;0
GL0155390_MH0025_scaffold9770_2_199_1044;0;1;0;0;0;0;0;0
GL0155476_V1_scaffold9561_1_59_1207;0;1;0;0;0;0;0;0
GL0155541_MH0025_scaffold2871_2_2841_3584;0;1;0;0;0;0;0;0
GL0155672_MH0025_scaffold27560_3_449_2584;0;0;0;1;0;0;0;0
GL0155739_MH0025_scaffold94162_1_289_1326;0;0;0;1;0;0;0;0
GL0155762_MH0011_scaffold65659_2_4195_4752;0;0;0;0;0;1;0;0
GL0155763_MH0025_C3623350_1_3_836;0;0;0;0;0;0;0;1
GL0155869_MH0025_scaffold26426_5_1120_2025;0;1;0;1;0;0;0;0
GL0155870_MH0025_scaffold26426_5_2102_2818;0;4;0;1;0;0;0;0
GL0155876_MH0025_C3656370_1_78_962;0;2;0;0;0;0;0;0
GL0155879_V1_scaffold65704_5_362_1087;0;0;0;0;0;1;1;0
GL0155892_V1_scaffold92612_1_3_2768;0;0;0;0;0;1;0;0
GL0156053_MH0011_scaffold21290_10_3003_3539;1;0;0;0;0;0;0;0
GL0156057_MH0009_scaffold76518_1_212_742;2;0;0;0;0;0;0;0
GL0156064_MH0070_scaffold59218_2_206_538;0;1;0;0;0;0;0;0
GL0156183_V1_scaffold6227_3_82_1482;0;4;0;0;0;0;0;0
GL0156184_MH0012_scaffold30307_6_3_1271;0;0;0;0;1;0;1;0
GL0156416_V1_scaffold16331_2_601_2814;0;2;0;1;1;0;0;0
GL0156463_MH0025_scaffold92537_3_1_1524;0;0;0;0;0;0;0;1
GL0156587_MH0082_scaffold44553_1_3_1241;0;2;0;0;0;0;0;0
GL0156633_MH0025_scaffold9994_2_11625_12791;0;2;0;0;0;0;0;0
GL0156677_MH0077_scaffold64688_4_3_548;0;1;0;0;0;0;0;0
GL0156787_MH0080_scaffold60529_9_865_1428;0;0;0;1;0;0;0;0
GL0156795_MH0080_scaffold53771_1_1067_1531;0;0;0;1;0;0;0;0
GL0156799_MH0006_scaffold127128_4_344_1255;0;0;0;2;0;0;0;0
GL0156867_MH0086_scaffold26626_2_338_1909;0;0;0;1;0;0;0;0
GL0156916_MH0025_scaffold5959_3_2322_3191;0;1;0;0;0;0;0;0
GL0156974_MH0012_scaffold38813_5_938_1417;0;0;0;1;0;0;0;0
GL0157017_V1_scaffold105391_2_46_1014;0;0;0;0;0;0;1;0
GL0157053_MH0058_scaffold9288_6_2_2722;0;0;0;0;0;0;1;0
GL0157071_unmapped_C220033393_1_3_362;1;0;0;0;0;0;0;0
GL0157197_V1_scaffold69420_1_8050_8829;0;0;0;1;0;0;0;0
GL0157218_MH0025_scaffold68032_1_1835_2392;0;1;0;0;0;0;0;0
GL0157234_MH0025_scaffold18116_2_290_1057;0;1;0;0;0;0;0;0
GL0157346_MH0011_scaffold12447_4_1599_1832;0;1;0;0;0;0;0;0
GL0157413_MH0043_scaffold20139_3_11004_12056;0;1;0;0;0;0;0;0
GL0157485_V1_scaffold51779_2_3_1520;0;1;0;0;0;0;0;0
GL0157522_V1_C4314174_1_418_1308;0;0;0;2;0;0;0;0
GL0157801_MH0011_scaffold102376_1_2657_4645;0;0;4;0;1;4;0;0
GL0157802_MH0011_scaffold25645_2_1_207;0;1;0;0;0;0;0;0
GL0157900_MH0086_scaffold40987_1_404_1684;0;1;0;0;0;0;0;0
GL0157905_V1_scaffold45952_1_3_992;0;1;0;0;0;0;0;0
GL0157985_MH0086_scaffold8765_3_2_2035;0;2;0;0;0;0;0;0
GL0158086_MH0069_scaffold2929_1_10709_11677;0;0;0;0;0;1;0;0
GL0158089_MH0025_C3690700_1_3_311;0;0;0;0;0;0;0;1
GL0158279_MH0025_scaffold84290_1_1684_2487;0;0;0;1;0;0;0;0
GL0158309_MH0025_scaffold23130_1_1060_2484;0;0;0;0;0;1;0;0
GL0158527_MH0011_scaffold42928_4_365_922;0;1;0;0;0;0;0;0
GL0158632_V1_scaffold77613_2_205_390;0;0;0;0;1;0;0;0
GL0158655_unmapped_scaffold7979_3_1565_2914;0;0;0;1;0;0;0;0
GL0158772_MH0011_scaffold19925_3_4702_7911;0;1;0;0;0;0;0;0
GL0158811_unmapped_scaffold725781_1_1_780;0;0;0;1;0;0;0;0
GL0158895_unmapped_scaffold811447_1_1_150;0;0;1;0;0;0;0;0
GL0158905_V1_scaffold33520_2_4030_5130;0;0;0;0;1;0;0;0
GL0158907_V1_scaffold86826_1_9885_11303;0;0;0;1;0;0;0;0
GL0158956_MH0086_C4876735_1_3_302;0;0;0;0;2;0;0;0
GL0158957_MH0086_C4876735_1_333_536;0;0;0;0;2;0;0;0
GL0159032_unmapped_scaffold537390_1_3_671;0;0;0;0;0;0;0;5
GL0159059_V1_scaffold18454_2_7_795;0;0;0;2;0;0;0;0
GL0159180_V1_scaffold16951_3_846_1544;0;0;0;1;0;0;0;0
GL0159278_MH0011_scaffold42520_5_710_2281;0;0;0;1;0;0;0;0
GL0159411_V1_scaffold54078_2_44_892;0;0;0;0;0;1;0;0
GL0159452_MH0012_C18579135_1_139_531;0;1;0;0;0;0;0;0
GL0159567_V1_scaffold83611_2_342_1319;0;1;0;0;0;0;0;0
GL0159631_V1_C3971054_1_228_1907;0;1;0;0;0;0;0;0
GL0159708_MH0011_scaffold76429_1_3278_5071;1;0;0;0;0;0;0;0
GL0159798_MH0080_scaffold46883_1_1_1803;0;0;0;0;1;0;0;0
GL0159819_V1_scaffold39917_1_9639_10676;0;0;0;0;0;1;0;0
GL0159857_MH0012_C18835056_1_118_828;0;0;1;0;0;0;0;0
GL0159869_V1_scaffold24256_4_639_2720;0;1;0;0;0;0;0;0
GL0159879_MH0069_scaffold4618_1_2_778;0;1;0;0;0;0;0;0
GL0159963_unmapped_scaffold252396_1_2_955;0;0;0;1;0;0;0;0
GL0160004_V1_scaffold26056_5_2_469;0;3;0;0;0;0;0;0
GL0160067_V1_scaffold97349_2_1_192;0;0;0;0;0;0;0;1
GL0160111_V1_scaffold64341_1_156_794;0;1;0;0;0;0;0;0
GL0160165_unmapped_scaffold405227_1_3_710;0;1;0;0;0;0;0;0
GL0160226_MH0077_scaffold20420_1_2_604;0;0;0;1;0;0;0;0
GL0160349_V1_scaffold542_2_2_922;0;3;0;2;1;0;0;0
GL0160421_MH0086_scaffold43627_2_1_2112;0;1;0;0;0;0;0;0
GL0160428_V1_scaffold33057_3_1646_2578;0;1;0;0;0;0;0;0
GL0160430_V1_scaffold33057_3_3718_5235;0;0;0;1;0;0;0;0
GL0160431_V1_scaffold33057_3_5249_6322;0;1;0;0;0;0;0;0
GL0160565_V1_scaffold20056_4_10135_12333;0;1;0;0;0;0;0;0
GL0160572_unmapped_scaffold61523_1_1_1662;0;0;0;1;0;0;0;1
GL0160640_V1_scaffold60929_3_83_634;0;0;0;1;0;0;0;0
GL0160650_MH0011_scaffold103783_2_2104_3714;0;1;0;0;0;0;0;0
GL0160745_MH0082_scaffold6915_4_3515_5089;0;1;0;1;0;0;0;0
GL0160852_V1_scaffold70899_1_517_954;0;0;1;0;0;0;0;0
GL0161082_MH0012_scaffold11063_2_3_1022;0;0;0;0;0;1;0;0
GL0161184_V1_scaffold93891_2_286_921;0;0;0;0;0;0;0;1
GL0161482_V1_scaffold9932_1_2_514;0;0;0;3;0;0;0;2
GL0161488_MH0069_scaffold6684_1_905_1348;0;0;0;0;0;1;0;0
GL0161530_MH0086_scaffold37956_4_1226_1681;0;1;0;0;0;0;0;0
GL0161666_V1_scaffold9110_4_1210_2829;0;2;0;0;0;0;0;0
GL0161682_V1_scaffold66184_5_1603_3123;0;1;0;0;0;0;0;0
GL0161752_V1_C4573492_1_465_566;7;16;39;18;80;45;10;36
GL0161775_V1_scaffold3756_3_1846_3297;0;0;0;1;0;0;0;0
GL0161796_V1_scaffold60231_1_4727_7945;0;0;0;0;0;0;0;1
GL0161938_unmapped_scaffold322597_4_3_1343;0;0;0;1;0;0;0;0
GL0161949_MH0069_scaffold62634_1_573_755;0;1;0;0;0;0;0;0
GL0162060_V1_C3921931_1_76_435;0;4;0;0;0;0;0;0
GL0162070_V1_scaffold60731_2_2_784;0;1;0;0;0;0;0;0
GL0162072_V1_C4216860_1_31_483;0;1;0;0;0;0;0;0
GL0162152_MH0006_scaffold88970_4_1229_2179;0;1;0;0;0;0;0;0
GL0162164_V1_C3970238_1_586_1581;0;2;0;0;0;0;0;0
GL0162570_V1_scaffold108918_2_374_1405;0;0;0;0;1;0;0;0
GL0162906_MH0011_scaffold42730_4_2_1414;0;0;0;0;0;1;0;0
GL0162935_MH0011_scaffold9234_3_2620_3996;0;2;0;1;0;0;0;0
GL0163087_MH0006_scaffold314457_4_191_2332;0;0;0;1;0;0;0;0
GL0163099_unmapped_scaffold597197_2_2_1078;0;0;0;0;1;0;0;0
GL0163150_V1_scaffold22839_1_591_1028;0;0;0;0;0;1;0;0
GL0163227_V1_scaffold106466_1_1155_2168;0;1;0;0;0;0;0;0
GL0163274_MH0006_scaffold38877_1_1019_2947;0;0;0;1;0;0;0;0
GL0163320_V1_scaffold3487_2_2048_4105;0;0;0;1;0;0;0;0
GL0163332_MH0011_scaffold34382_4_367_1359;0;0;0;1;0;0;0;0
GL0163386_MH0086_scaffold85532_4_403_3447;0;3;0;5;0;0;7;2
GL0163444_V1_scaffold98293_1_178_957;0;1;0;0;0;0;0;0
GL0163469_V1_scaffold263_2_3353_4135;0;0;0;0;0;1;0;0
GL0163503_MH0011_scaffold23606_1_2_556;0;0;0;1;0;0;0;0
GL0163632_V1_scaffold68195_2_90_1277;0;0;0;1;0;0;0;0
GL0163743_MH0011_scaffold50024_2_857_1720;0;2;0;0;0;0;0;0
GL0163754_MH0011_scaffold25338_3_8088_11540;0;1;0;0;0;0;0;0
GL0163925_MH0006_scaffold319426_1_1_966;0;0;0;1;0;0;0;0
GL0164147_MH0069_scaffold103494_1_35_562;81;1;1;0;1;0;1;0
GL0164291_V1_scaffold103626_1_1_657;0;1;0;1;0;0;0;0
GL0164434_V1_scaffold41737_3_1_432;0;1;0;0;0;0;0;0
GL0164577_MH0011_scaffold15848_2_679_1062;0;1;0;0;0;0;0;0
GL0164666_V1_scaffold56087_1_238_1068;0;0;0;1;0;0;0;0
GL0164816_MH0006_scaffold164716_1_1_1569;0;0;0;0;1;0;0;0
GL0164841_V1_scaffold12286_7_463_2220;0;2;0;0;0;0;0;0
GL0164843_MH0069_scaffold59428_2_2518_4140;0;0;0;1;0;0;0;0
GL0164862_MH0012_scaffold47091_1_6502_8517;0;0;0;0;0;0;0;1
GL0165329_MH0011_scaffold102585_1_5230_6537;0;1;0;0;0;0;0;0
GL0165331_MH0011_scaffold102585_1_7010_7864;0;0;0;3;0;0;0;0
GL0165395_MH0011_scaffold32860_1_122_1018;0;0;0;0;1;0;0;0
