gene ;151f_1_10;126f_10_10;96f_11_10;175f_17_10;79f_1_40;100f_10_40;99f_11_40;163f_17_40
GL0008328_MH0006_scaffold183947_1_84_1361;0;0;0;1;0;0;0;0
GL0008331_V1_scaffold14227_13_2057_2437;0;0;0;0;1;0;0;0
GL0008360_V1_scaffold2232_4_6704_7483;0;1;0;0;0;0;0;0
GL0008366_MH0023_scaffold16032_1_3_1013;0;1;0;0;0;0;0;0
GL0008369_MH0020_scaffold29909_2_1431_3122;0;2;0;0;0;0;0;0
GL0008370_V1_scaffold2232_4_17941_18426;0;0;0;0;1;0;0;0
GL0008372_V1_scaffold2232_4_18750_19520;0;1;0;0;0;0;0;0
GL0008373_V1_scaffold12188_1_424_6741;0;1;0;0;0;1;0;0
GL0008374_V1_scaffold19290_2_699_1175;0;1;0;0;0;0;0;0
GL0008384_MH0042_scaffold9741_16_4929_6143;0;0;0;0;0;0;0;1
GL0008392_V1_scaffold8801_8_675_1829;0;0;0;0;1;0;0;0
GL0008409_MH0072_scaffold48316_1_510_1532;0;0;0;1;0;0;0;0
GL0008418_V1_scaffold70846_1_812_1711;0;0;0;1;0;0;0;0
GL0008438_MH0023_scaffold21791_5_1_618;0;1;0;0;0;0;0;0
GL0008441_V1_scaffold8632_5_906_2642;0;2;0;0;0;0;0;0
GL0008443_V1_scaffold2646_1_320_1705;0;0;0;1;0;0;0;0
GL0008449_MH0023_scaffold15705_10_23_619;0;2;0;0;0;0;0;0
GL0008458_V1_scaffold276_4_2_583;0;0;0;2;0;0;0;0
GL0008476_O2_scaffold29633_6_182_1330;0;2;0;0;0;0;0;0
GL0008484_V1_scaffold30386_1_43_243;94;7;5;0;387;68;82;78
GL0008489_MH0086_scaffold62010_1_685_1752;0;2;0;0;0;0;0;0
GL0008512_V1_scaffold46500_1_616_768;0;0;0;1;0;0;0;0
GL0008526_V1_scaffold2828_6_5653_7935;0;0;0;1;0;0;0;0
GL0008536_MH0022_scaffold8864_1_321_1367;0;1;0;0;0;0;0;0
GL0008544_MH0023_scaffold2455_15_209_2005;0;2;0;0;0;0;0;1
GL0008563_MH0010_scaffold4682_3_2_175;1;0;0;1;35;1;3;3
GL0008563_MH0025_scaffold91639_2_1_1803;0;0;0;1;0;0;0;0
GL0008564_MH0002_scaffold86397_2_3_1118;0;1;0;0;0;0;0;0
GL0008564_MH0025_scaffold91639_2_1828_3369;0;0;0;1;0;0;0;0
GL0008565_MH0025_scaffold91639_2_3400_4194;0;0;0;1;0;0;0;0
GL0008597_MH0073_scaffold5213_1_8784_10226;0;2;0;0;0;0;0;0
GL0008645_V1_scaffold70640_1_422_2035;0;0;1;0;0;2;0;0
GL0008646_V1_scaffold12231_7_758_1699;0;0;0;1;0;0;0;0
GL0008674_MH0025_scaffold43482_1_2471_5065;0;0;0;1;0;0;0;0
GL0008693_V1_scaffold64469_3_1_1122;0;1;0;0;0;0;0;0
GL0008709_MH0023_scaffold4206_5_908_2332;0;2;0;0;0;0;0;0
GL0008713_MH0023_scaffold4206_5_5388_9389;2;244;0;2;0;0;0;0
GL0008758_O2_scaffold18906_4_179_1474;0;0;0;1;0;0;0;0
GL0008760_MH0020_scaffold29699_1_44_661;0;0;0;0;0;0;0;1
GL0008765_MH0020_scaffold29699_1_6754_8010;0;0;0;1;0;0;0;0
GL0008788_MH0024_scaffold1511_1_1233_2375;0;0;0;1;0;0;0;0
GL0008795_MH0023_scaffold6443_10_516_1934;0;4;0;1;0;0;0;0
GL0008814_MH0083_scaffold15_5_2767_3996;0;1;0;0;0;0;0;0
GL0008839_O2_scaffold16903_11_1343_2563;1;1;0;0;0;0;0;0
GL0008843_MH0022_C1742944_1_653_2296;0;0;0;1;0;0;0;0
GL0008856_MH0023_scaffold27623_4_110_1831;0;8;0;0;0;0;0;0
GL0008861_MH0001_scaffold19438_1_201_1058;3;0;0;0;0;0;0;0
GL0008870_MH0010_scaffold36001_1_5676_7592;0;1;0;0;0;0;0;0
GL0008888_O2_scaffold40156_3_129_1337;0;0;0;1;0;0;0;0
GL0008905_V1_scaffold14511_1_2_643;0;0;0;3;0;0;0;0
GL0008917_MH0019_scaffold39706_3_86_754;0;1;0;0;0;0;0;0
GL0008941_MH0054_scaffold33467_6_306_1034;0;0;0;0;1;0;0;0
GL0008951_V1_scaffold23512_7_188_1573;0;1;0;0;0;0;0;0
GL0008960_MH0071_scaffold5211_2_13881_14648;0;1;0;0;0;0;0;0
GL0008964_V1_scaffold23421_3_9605_9985;0;1;0;0;0;0;0;0
GL0008976_V1_scaffold44466_8_181_588;0;0;0;1;0;0;0;0
GL0008980_V1_scaffold63492_2_3_1178;0;0;4;0;0;1;0;0
GL0008981_MH0001_scaffold1771_1_2_613;0;0;0;0;0;0;0;1
GL0008985_V1_scaffold21983_1_62_691;0;0;0;1;0;0;0;0
GL0008985_V1_scaffold356_1_1796_4660;0;3;0;0;0;0;0;0
GL0009004_V1_scaffold40363_1_532_1926;0;5;0;5;0;0;0;1
GL0009013_MH0010_scaffold3613_2_3423_4931;0;2;0;4;0;0;0;0
GL0009013_O2_scaffold19219_3_1349_2479;0;1;0;0;0;0;0;0
GL0009033_MH0023_scaffold1633_4_20_475;0;1;0;0;0;0;0;0
GL0009038_MH0039_scaffold17828_6_698_1063;0;0;0;0;0;0;0;1
GL0009043_MH0020_scaffold6359_1_726_1136;0;1;0;0;0;0;0;0
GL0009050_MH0008_scaffold17816_2_3_257;0;2;0;1;0;0;0;0
GL0009055_MH0058_scaffold32961_2_3448_4299;0;0;1;0;0;0;0;0
GL0009058_MH0033_C3705835_1_3_782;0;3;0;0;0;0;0;0
GL0009061_MH0017_scaffold15661_6_1052_2299;0;1;0;0;0;0;0;0
GL0009077_MH0020_scaffold39549_2_13087_13911;0;1;0;0;0;0;0;0
GL0009085_MH0074_scaffold15319_14_590_928;0;0;0;0;0;1;1;0
GL0009100_O2_scaffold1404_14_7179_7982;0;0;0;2;0;0;0;0
GL0009109_V1_scaffold10161_2_2461_4128;0;0;0;1;0;0;0;0
GL0009115_MH0018_scaffold2756_1_2_613;0;0;0;1;0;0;0;0
GL0009117_O2_C5311714_1_3_524;0;0;1;0;0;0;0;0
GL0009124_V1_scaffold13555_1_2_340;0;0;0;1;0;0;0;0
GL0009128_V1_scaffold17268_7_3_611;0;0;0;1;0;0;0;0
GL0009147_MH0023_scaffold5095_3_937_2667;0;2;0;2;0;0;0;0
GL0009165_O2_scaffold47640_1_2695_5304;0;0;0;0;0;1;0;0
GL0009166_MH0047_scaffold44258_1_2273_3277;0;0;0;2;0;0;0;0
GL0009167_O2_scaffold161_8_10816_11571;0;0;0;0;1;0;0;0
GL0009177_MH0010_scaffold16421_2_1671_3800;0;1;0;0;0;0;0;0
GL0009185_MH0020_scaffold877_4_61_1431;0;0;0;1;0;0;0;0
GL0009193_MH0016_scaffold5218_1_7708_8814;5;31;0;0;0;0;0;1
GL0009205_MH0025_scaffold63271_1_4553_5197;0;0;0;1;0;0;0;0
GL0009213_V1_scaffold273_4_232_1602;0;0;0;2;0;0;0;0
GL0009214_O2_scaffold27426_1_27_1049;0;1;0;0;0;0;0;0
GL0009215_O2_scaffold27426_1_1210_2052;0;1;0;0;0;0;0;0
GL0009218_MH0070_scaffold4474_2_8716_19371;0;0;0;0;1;0;0;0
GL0009221_V1_scaffold32165_5_7831_9465;0;2;0;1;0;0;0;0
GL0009231_V1_scaffold54836_2_1_588;0;1;0;0;0;0;0;0
GL0009233_V1_scaffold11742_8_4006_5103;0;1;0;0;0;0;0;0
GL0009243_MH0080_scaffold100310_1_1978_4365;0;0;0;0;2;0;0;0
GL0009273_unmapped_scaffold246788_2_1583_1834;0;1;0;0;0;0;0;0
GL0009278_V1_scaffold21600_4_3_173;0;0;0;0;0;1;0;0
GL0009289_V1_scaffold17733_5_2_607;0;1;0;0;0;0;0;0
GL0009292_V1_scaffold62188_1_131_595;0;0;0;1;0;0;0;0
GL0009309_MH0016_scaffold4435_2_3723_5693;0;1;0;0;0;0;0;0
GL0009309_MH0020_scaffold12741_1_264_1964;0;1;0;0;0;0;0;0
GL0009317_MH0018_scaffold11266_1_2216_4420;0;0;0;0;1;0;0;0
GL0009327_MH0014_scaffold16724_6_37184_38035;0;3;0;1;0;0;0;0
GL0009340_MH0010_scaffold10414_3_516_1505;0;0;0;0;1;0;0;0
GL0009346_V1_scaffold14331_1_13344_14903;0;1;0;0;0;0;0;0
GL0009347_V1_scaffold14331_1_14931_16124;0;1;0;0;0;0;0;0
GL0009349_MH0076_scaffold50967_1_79_450;1;0;0;0;0;1;0;0
GL0009362_MH0082_scaffold37293_3_1080_2534;0;0;0;0;1;0;0;0
GL0009365_MH0073_scaffold1108_2_8943_10547;0;1;0;0;0;0;0;0
GL0009367_O2_scaffold29544_1_1_1233;1;0;0;0;0;0;0;0
GL0009367_V1_scaffold27991_1_3914_6187;0;0;0;0;1;0;0;0
GL0009377_O2_scaffold3554_2_1_621;0;1;0;0;0;0;0;0
GL0009380_MH0010_C1304132_1_745_867;0;1;0;0;0;0;0;0
GL0009382_MH0067_scaffold11544_1_3383_5884;0;0;1;0;0;0;0;0
GL0009389_V1_scaffold15642_2_1461_3074;0;0;0;0;0;1;0;0
GL0009394_O2_scaffold28015_4_2_883;0;0;0;1;0;0;0;0
GL0009398_MH0021_C2087313_1_77_1258;0;0;0;0;1;0;0;0
GL0009409_V1_scaffold61535_1_425_670;0;0;0;1;0;0;0;0
GL0009421_O2_scaffold6724_2_571_756;1;2;0;0;0;0;0;0
GL0009422_MH0034_C8461949_1_1_546;0;0;0;0;1;0;0;0
GL0009423_V1_scaffold31058_2_3_350;0;0;0;0;0;0;1;0
GL0009425_MH0025_scaffold30568_1_1_120;1;1;0;0;20;0;22;2
GL0009457_V1_scaffold50528_1_2152_4047;0;0;0;1;0;0;0;0
GL0009459_MH0053_scaffold101478_1_9144_10007;0;4;0;0;0;0;0;0
GL0009464_O2_scaffold2872_1_1_630;0;1;0;0;0;0;0;0
GL0009465_MH0025_scaffold36152_1_276_3746;0;0;0;1;0;0;0;0
GL0009467_MH0022_scaffold18353_2_1598_2320;0;1;0;0;0;0;0;0
GL0009469_O2_scaffold6672_1_34_816;0;0;0;2;0;0;0;0
GL0009486_MH0084_scaffold4652_4_57_1067;0;0;0;0;1;0;0;0
GL0009496_V1_scaffold16153_3_1_870;0;0;0;0;0;0;0;1
GL0009542_V1_scaffold226_1_77_712;0;0;0;6;0;0;0;0
GL0009548_O2_scaffold3589_1_2558_5080;0;0;0;1;0;0;0;0
GL0009551_V1_scaffold2232_3_26491_27360;0;3;0;0;0;0;0;0
GL0009553_MH0020_scaffold9823_1_359_748;0;1;0;1;0;0;0;0
GL0009565_MH0027_scaffold610_1_717_1355;0;0;0;0;2;0;0;0
GL0009574_MH0025_scaffold6298_8_1683_2573;0;0;0;0;1;0;0;0
GL0009576_MH0054_scaffold17994_2_3_113;0;1;2;16;1;2;0;9
GL0009591_V1_scaffold13207_3_1917_2246;1;3;0;0;0;0;0;0
GL0009624_V1_scaffold7509_1_1450_2250;0;0;0;0;1;0;0;0
GL0009625_V1_C3980254_1_458_1591;0;8;0;0;0;0;0;0
GL0009627_MH0037_scaffold42581_1_1_522;0;1;0;1;0;0;0;0
GL0009643_V1_scaffold26880_2_1397_3640;0;1;0;0;0;0;0;0
GL0009646_MH0058_scaffold6554_3_2_718;0;1;0;0;0;0;0;0
GL0009648_V1_scaffold23230_4_3_317;2;0;0;0;0;0;2;4
GL0009666_V1_scaffold20911_7_2_319;0;0;0;0;1;0;0;0
GL0009672_MH0012_scaffold136435_2_1_1218;0;0;0;1;0;0;0;0
GL0009676_O2_scaffold11832_1_1460_1705;47;4;0;8;2;5;2;0
GL0009677_O2_scaffold11832_1_6476_6625;27;4;0;3;53;10;14;13
GL0009689_V1_scaffold745_2_812_2818;0;0;0;0;0;0;0;1
GL0009706_V1_scaffold1502_3_15102_16637;0;0;0;1;0;0;0;0
GL0009707_V1_scaffold5625_1_2256_3677;0;58;0;0;0;0;0;0
GL0009715_O2_scaffold11007_1_4227_4880;0;5;0;0;0;0;0;0
GL0009716_O2_scaffold24802_2_465_1046;0;0;0;0;0;0;0;1
GL0009724_MH0022_C1744500_1_346_585;0;0;1;0;0;0;0;0
GL0009725_MH0022_C1744500_1_744_1655;0;0;1;0;0;0;0;0
GL0009730_O2_scaffold47394_2_3_677;0;1;0;0;0;0;0;0
GL0009743_V1_scaffold2308_10_6527_8284;0;0;0;1;0;0;0;0
GL0009746_V1_scaffold2572_7_3_1304;0;0;0;1;0;0;0;0
GL0009757_O2_scaffold8149_3_62_1078;0;0;0;0;0;0;0;1
GL0009762_MH0023_scaffold19792_4_1307_2518;1;18;0;0;0;0;0;0
GL0009764_MH0011_scaffold32063_2_530_2650;0;0;0;1;0;0;0;0
GL0009767_MH0011_scaffold32063_2_3953_5308;0;1;0;0;0;0;0;0
GL0009771_V1_scaffold72770_2_2_547;0;0;0;1;0;0;0;2
GL0009775_V1_scaffold9159_4_2175_4535;0;1;0;0;0;0;0;0
GL0009790_MH0048_C2491540_1_3_512;0;0;0;2;0;0;0;0
GL0009793_MH0009_scaffold77417_1_4627_6276;0;3;0;0;0;0;0;0
GL0009809_MH0026_scaffold2877_3_9170_11071;0;0;0;0;0;0;0;1
GL0009819_MH0026_scaffold5145_7_141_1325;0;0;0;0;1;0;0;0
GL0009836_MH0018_scaffold30003_2_1_681;0;2;0;7;1;0;0;0
GL0009836_MH0023_scaffold12695_6_2151_3854;0;42;0;1;0;0;0;0
GL0009840_MH0021_scaffold32531_3_509_1828;0;1;0;0;0;0;0;0
GL0009842_MH0025_scaffold5032_4_606_1826;0;0;0;0;1;0;0;0
GL0009870_O2_scaffold12686_1_3016_3177;140;10;2;21;54;11;111;19
GL0009893_MH0013_C1633863_1_153_1343;1;0;0;0;0;0;0;0
GL0009911_V1_scaffold3916_1_891_1217;0;0;0;1;0;0;0;0
GL0009911_V1_scaffold91681_1_711_2399;0;2;0;0;0;0;0;0
GL0009913_MH0037_scaffold78483_2_843_1385;0;0;0;1;0;0;0;0
GL0009920_MH0010_scaffold10370_3_222_1340;0;1;0;0;0;0;0;0
GL0009929_V1_scaffold4322_2_401_2287;0;0;0;0;0;2;0;0
GL0009932_MH0025_C3611240_1_1_759;0;0;0;1;0;0;0;0
GL0009934_MH0053_scaffold4555_6_8662_10188;0;2;0;0;0;0;0;0
GL0009947_unmapped_scaffold104536_3_6103_7194;0;0;0;0;0;0;0;1
GL0009969_MH0023_C1321152_1_448_1752;0;1;0;0;0;0;0;0
GL0009970_MH0025_scaffold67416_1_201_839;0;0;0;1;0;0;0;0
GL0009981_V1_scaffold75647_1_2047_2328;0;0;0;1;0;0;0;0
GL0010029_V1_scaffold2163_4_1086_1919;0;0;0;1;0;0;0;0
GL0010050_V1_scaffold24914_1_3_1082;0;0;0;1;0;0;0;0
GL0010052_MH0026_scaffold24074_4_1409_1891;0;0;0;1;0;0;0;0
GL0010064_MH0086_scaffold71164_7_233_1102;0;0;0;1;0;0;0;0
GL0010065_MH0035_scaffold32757_2_177_797;0;0;0;1;0;0;0;0
GL0010069_V1_scaffold2581_2_102_830;0;1;0;0;0;0;0;0
GL0010081_MH0041_scaffold39265_2_1_771;0;0;0;1;0;0;0;0
GL0010087_MH0017_scaffold7947_5_60_1184;0;1;0;0;0;0;0;0
GL0010094_MH0045_C4228335_1_213_395;0;0;0;1;0;1;0;0
GL0010111_O2_scaffold1774_4_422_661;1;0;0;0;0;0;0;0
GL0010112_MH0006_scaffold220596_1_245_754;0;1;0;0;0;0;0;0
GL0010114_V1_scaffold1502_3_1047_2222;0;0;0;1;0;0;0;0
GL0010120_MH0023_scaffold14887_1_430_1917;0;0;0;0;1;1;0;0
GL0010122_MH0025_scaffold101799_1_1152_1484;0;0;0;0;0;0;0;1
GL0010174_MH0008_C1728780_1_1418_2020;0;1;0;0;0;0;0;0
GL0010177_V1_scaffold56070_1_267_704;0;0;0;1;0;0;1;0
GL0010201_MH0014_scaffold16301_6_590_3199;0;3;0;0;0;0;0;0
GL0010220_V1_scaffold23241_5_303_509;0;3;0;0;0;0;0;0
GL0010235_V1_scaffold11077_1_1_789;0;0;0;1;0;0;0;0
GL0010240_V1_scaffold11007_1_3_1625;0;1;0;2;0;0;0;0
GL0010244_V1_scaffold11742_4_1_1386;0;2;0;0;0;0;0;0
GL0010247_V1_scaffold69641_2_40_825;0;1;0;0;0;0;0;0
GL0010248_unmapped_C220117883_1_2_1108;0;1;0;0;0;0;0;0
GL0010248_V1_scaffold25711_2_101_553;0;1;0;0;0;0;0;0
GL0010254_MH0062_C5349766_1_2_415;1;2;0;0;0;0;0;0
GL0010264_MH0027_C1913169_1_1683_1811;0;0;0;2;0;0;0;0
GL0010281_MH0024_scaffold1292_9_2_454;1;0;0;0;0;0;0;0
GL0010286_V1_scaffold2358_1_1_384;0;0;0;1;0;0;0;0
GL0010287_MH0070_scaffold2182_15_3551_6214;0;0;0;0;0;0;1;0
GL0010290_MH0007_scaffold68056_1_1_543;0;1;0;0;0;0;0;0
GL0010305_MH0026_scaffold25822_4_113_268;0;1;0;0;0;0;0;0
GL0010320_MH0023_scaffold21462_3_8551_10173;0;2;0;0;0;0;0;0
GL0010325_MH0023_scaffold18170_18_458_1393;0;1;0;0;0;0;0;0
GL0010327_MH0023_scaffold18170_18_1600_2475;0;2;0;0;0;0;0;0
GL0010338_MH0006_scaffold292061_3_1_444;0;0;0;0;1;0;0;0
GL0010347_MH0073_scaffold33178_1_1361_2689;0;1;0;0;0;0;0;0
GL0010349_V1_scaffold49446_3_4967_5848;0;0;0;1;0;0;0;0
GL0010351_MH0073_scaffold33178_1_6712_7599;0;1;0;0;0;0;0;0
GL0010359_V1_scaffold76333_1_31_849;0;0;0;1;1;0;0;0
GL0010368_V1_scaffold78055_1_79_336;0;0;0;1;0;0;0;0
GL0010382_MH0023_scaffold6230_1_4761_6041;0;5;0;0;0;0;0;0
GL0010386_MH0023_scaffold6230_1_8952_9665;0;4;0;0;0;0;0;0
GL0010388_MH0045_scaffold15160_1_583_843;0;0;0;0;0;0;1;0
GL0010415_MH0019_scaffold3721_6_597_1865;0;0;0;2;0;0;0;0
GL0010430_MH0037_scaffold77289_1_3_194;2;0;0;1;1;1;3;3
GL0010433_MH0078_scaffold31662_4_3_950;0;3;0;0;0;0;0;0
GL0010435_MH0045_scaffold12952_11_70_687;0;1;0;0;0;0;0;0
GL0010445_MH0025_scaffold14979_4_3780_4808;0;6;0;0;0;0;0;0
GL0010447_V1_scaffold10372_3_177_461;0;0;0;1;0;0;0;0
GL0010450_O2_scaffold24972_4_2241_2441;0;0;0;0;0;0;1;0
GL0010464_MH0045_scaffold2916_2_57_1538;0;0;0;0;0;0;1;0
GL0010467_MH0023_scaffold9742_6_466_1260;0;1;0;0;0;0;0;0
GL0010467_MH0062_scaffold16762_4_2757_4052;0;2;0;0;0;0;0;0
GL0010476_V1_scaffold85732_1_273_1835;0;1;0;0;0;0;0;0
GL0010491_MH0026_scaffold3315_3_3584_5248;1;0;0;0;0;0;0;0
GL0010494_MH0026_scaffold3315_3_7205_8365;0;0;1;0;0;0;0;1
GL0010516_O2_scaffold7101_1_509_625;0;0;1;0;0;0;0;0
GL0010563_V1_scaffold3145_4_330_1079;0;1;0;0;0;0;0;0
GL0010571_MH0010_scaffold13708_5_3000_4736;0;2;0;0;0;0;0;0
GL0010575_V1_scaffold5413_2_2622_3641;0;0;0;0;1;0;0;0
GL0010581_MH0079_scaffold6641_2_1_843;0;1;0;0;1;0;0;0
GL0010597_MH0012_scaffold30952_1_1945_2316;0;0;0;1;0;0;0;0
GL0010602_V1_scaffold5381_4_1_309;0;0;0;1;0;0;0;0
GL0010611_MH0043_C4735297_1_1_153;0;0;0;3;0;0;0;0
GL0010647_MH0014_scaffold10835_1_190_1566;0;1;0;0;0;0;0;0
GL0010653_V1_scaffold22396_2_536_751;0;1;0;0;0;0;0;0
GL0010658_MH0020_scaffold18164_2_587_1201;0;0;0;0;2;0;0;0
GL0010659_MH0031_scaffold35077_2_144_308;0;1;0;0;0;0;0;0
GL0010660_V1_scaffold41593_1_156_593;0;0;0;0;1;0;0;0
GL0010665_MH0023_scaffold6180_9_1617_2321;0;19;0;0;0;0;0;0
GL0010665_MH0024_scaffold56417_7_153_1196;4;1;0;0;0;0;0;0
GL0010683_V1_scaffold1453_2_755_1726;0;1;0;0;0;0;0;0
GL0010704_MH0020_scaffold7054_2_12976_14682;0;1;0;0;0;0;0;0
GL0010709_V1_scaffold1432_11_370_2415;0;1;0;0;0;0;0;0
GL0010711_V1_scaffold467_6_86_961;0;5;0;0;0;0;0;0
GL0010713_V1_scaffold467_6_1350_2015;0;1;0;0;0;0;0;0
GL0010716_V1_scaffold467_6_6434_7768;0;3;0;0;0;0;0;0
GL0010717_V1_scaffold19777_4_2176_3129;0;0;0;0;0;0;0;1
GL0010718_V1_scaffold467_6_8509_9777;0;1;0;0;0;0;0;0
GL0010719_unmapped_scaffold327184_1_1_1155;0;3;0;1;0;0;0;0
GL0010723_V1_scaffold38173_5_13_1062;0;1;0;0;0;0;0;0
GL0010726_O2_scaffold1437_1_2_727;0;1;0;0;0;0;0;0
GL0010728_MH0060_scaffold83704_4_370_636;1;0;0;0;0;0;0;0
GL0010760_MH0023_scaffold11175_7_306_1004;0;0;0;0;1;0;0;0
GL0010764_MH0044_scaffold5303_14_11729_12247;0;0;0;0;0;1;0;0
GL0010767_V1_scaffold236_6_2_748;0;2;0;0;0;0;0;0
GL0010791_MH0017_scaffold1426_3_1414_2115;0;1;0;0;0;0;0;0
GL0010793_MH0086_scaffold17098_3_3_110;0;0;0;1;0;0;0;0
GL0010803_MH0058_scaffold87849_1_6479_8227;0;0;0;0;0;0;0;1
GL0010804_MH0064_scaffold7888_1_3_1856;0;0;0;0;0;0;0;1
GL0010825_O2_scaffold3735_3_14954_16603;0;1;0;0;0;0;0;0
GL0010826_V1_scaffold3221_2_45_1082;0;0;0;1;0;0;0;0
GL0010829_V1_scaffold7752_3_687_1742;0;1;0;0;0;0;0;0
GL0010835_V1_scaffold363_2_2_796;0;1;0;0;0;0;0;0
GL0010836_V1_scaffold3294_1_19_1020;0;0;0;1;0;0;0;0
GL0010857_V1_scaffold14666_3_2_682;0;0;0;0;1;0;0;0
GL0010875_V1_scaffold116455_1_5935_7212;0;0;0;0;1;0;0;0
GL0010884_MH0020_scaffold19742_1_1386_2096;0;0;0;0;1;0;0;0
GL0010885_MH0016_scaffold42886_1_3_479;0;0;0;0;0;0;0;1
GL0010901_MH0010_scaffold5866_3_969_2012;0;0;0;0;1;0;0;0
GL0010904_V1_scaffold16882_1_3_1154;0;1;0;0;0;0;0;0
GL0010926_MH0020_scaffold8362_7_5937_6776;0;0;0;1;0;0;0;0
GL0010926_V1_scaffold17097_4_23218_24423;0;1;0;0;0;0;0;0
GL0010954_MH0041_scaffold38725_2_3_3284;0;1;0;0;0;0;0;0
GL0010959_V1_scaffold3408_1_83_298;0;1;0;0;0;0;0;0
GL0010999_V1_scaffold25885_1_140_1183;0;0;0;0;0;0;1;0
GL0011001_MH0005_scaffold14895_1_1_1377;0;0;0;0;0;1;0;0
GL0011014_MH0067_scaffold2304_1_2_118;0;0;0;0;0;0;1;0
GL0011019_MH0025_scaffold35880_1_1245_1904;0;0;0;0;0;0;0;1
GL0011028_MH0041_scaffold62958_1_3_887;7;164;0;1;0;0;0;0
GL0011029_V1_scaffold37824_1_1_576;0;1;0;0;0;0;0;0
GL0011032_MH0086_scaffold111502_1_3128_4120;0;1;0;0;0;0;0;0
GL0011033_MH0086_scaffold111502_1_4136_5338;0;1;0;0;0;0;0;0
GL0011036_V1_scaffold2525_1_378_1394;0;0;0;0;0;0;0;1
GL0011041_MH0030_scaffold64241_1_1_516;0;1;0;0;0;0;0;0
GL0011044_MH0066_scaffold2879_2_6900_7892;1;0;0;0;0;0;0;0
GL0011047_O2_scaffold33470_4_500_622;0;0;0;0;0;0;0;1
GL0011078_O2_scaffold2809_3_1783_2298;0;0;0;0;2;0;0;0
GL0011090_V1_scaffold44057_2_185_1405;0;3;0;5;1;0;0;1
GL0011101_MH0026_scaffold14272_5_18516_19712;0;0;0;0;1;0;0;0
GL0011103_MH0086_scaffold10114_15_101_532;0;1;0;1;1;0;0;0
GL0011114_MH0025_scaffold30630_3_2385_3101;0;1;0;0;0;0;0;0
GL0011137_V1_scaffold8144_2_184_1143;0;0;0;1;0;0;0;0
GL0011146_V1_scaffold70017_3_3_1997;0;0;0;0;0;0;0;1
GL0011148_MH0021_scaffold68749_1_2_472;0;1;0;0;0;0;0;0
GL0011160_MH0069_scaffold51037_2_1438_4236;0;0;0;0;0;1;0;0
GL0011183_V1_scaffold48312_5_1164_1889;0;0;0;0;0;0;0;1
GL0011189_MH0025_scaffold27884_1_62_466;0;0;0;1;0;0;0;0
GL0011203_MH0080_scaffold41718_3_1_2199;0;3;0;0;0;0;0;0
GL0011220_MH0061_scaffold6556_1_26253_27722;0;2;0;0;0;0;0;0
GL0011222_MH0023_scaffold15705_8_752_2719;0;4;0;0;0;0;0;0
GL0011223_MH0023_scaffold15705_8_2735_4720;0;3;0;2;0;0;0;1
GL0011236_MH0064_scaffold1404_4_4049_6352;0;0;0;0;0;0;1;0
GL0011238_V1_scaffold45379_1_306_542;0;2;0;0;1;0;0;0
GL0011241_MH0025_scaffold101104_2_1381_3201;0;0;0;0;0;1;0;0
GL0011259_MH0019_C1467198_1_3243_3746;0;0;0;0;0;0;1;0
GL0011267_MH0024_scaffold18688_1_405_587;0;0;0;0;0;0;1;0
GL0011272_MH0075_scaffold30693_7_96_2039;0;0;0;0;0;1;0;0
GL0011276_O2_scaffold923_3_47_592;0;1;0;0;0;0;0;0
GL0011292_MH0023_scaffold3575_26_257_1357;0;1;0;1;0;0;0;0
GL0011315_MH0071_scaffold45005_1_1_102;0;1;1;0;17;0;0;1
GL0011315_V1_scaffold15681_2_769_1806;0;0;0;1;0;0;0;0
GL0011336_MH0074_scaffold5463_4_1865_5248;0;0;0;0;1;0;0;0
GL0011371_MH0078_scaffold5760_1_2_1747;0;2;0;0;0;0;0;0
GL0011381_MH0073_scaffold57633_2_1484_1759;0;3;0;0;0;0;0;0
GL0011403_V1_scaffold33003_2_405_1604;0;1;0;0;0;0;0;0
GL0011404_MH0045_scaffold24266_3_2_895;2;7;0;1;0;0;0;0
GL0011407_O2_scaffold2724_1_52_591;0;0;0;2;0;0;0;0
GL0011407_V1_scaffold33003_2_5926_6897;0;0;0;1;0;0;0;0
GL0011414_MH0012_scaffold117902_2_1_1077;1;0;0;0;0;0;0;0
GL0011432_MH0058_scaffold100579_2_1_189;0;0;0;1;0;0;0;1
GL0011437_V1_scaffold2868_1_541_2070;0;0;0;0;1;0;0;0
GL0011437_V1_scaffold63908_3_1219_2163;0;0;0;0;2;0;0;0
GL0011480_O2_scaffold10345_19_457_1737;0;2;0;1;0;0;0;0
GL0011484_MH0022_scaffold6428_3_121_567;0;0;0;0;0;0;1;0
GL0011488_MH0012_scaffold166379_1_3955_4605;0;2;0;0;0;0;0;0
GL0011495_MH0020_scaffold11355_27_1320_2312;0;1;0;0;0;0;0;0
GL0011495_MH0038_scaffold1093_1_1_921;0;2;0;0;0;0;0;0
GL0011496_MH0010_scaffold19655_1_2318_3895;0;1;0;0;0;0;0;0
GL0011497_MH0020_scaffold11355_27_3610_4980;0;9;0;0;0;0;0;0
GL0011498_MH0043_scaffold718_8_1342_2094;0;1;0;0;0;0;0;0
GL0011502_MH0020_scaffold23649_4_175_663;0;1;0;0;0;0;0;0
GL0011514_V1_scaffold3442_2_9287_10642;1;8;0;1;0;0;0;0
GL0011530_O2_scaffold4484_3_1_150;0;0;0;1;0;0;0;0
