"";"samples";"technology";"run";"tax";"conf"
"2563";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,48
"2564";"A";"Sanger";"full";"Veillonellaceae_Megamonas";1
"2565";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2566";"A";"Sanger";"full";"Lachnospiraceae_Syntrophococcus";0,4
"2567";"A";"Sanger";"full";"Ruminococcaceae_Acetanaerobacterium";0,57
"2568";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2569";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2570";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2571";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2572";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2573";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"2574";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2575";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,1
"2576";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2577";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2578";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2579";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2580";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,92
"2581";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2582";"A";"Sanger";"full";"Ruminococcaceae_Lactonifactor";0,2
"2583";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,79
"2584";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2585";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"2586";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2587";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2588";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,95
"2589";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2590";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2591";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,99
"2592";"A";"Sanger";"full";"Veillonellaceae_Dialister";1
"2593";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2594";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2595";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";0,98
"2596";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2597";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2598";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2599";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,23
"2600";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2601";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,99
"2602";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2603";"A";"Sanger";"full";"Streptococcaceae_Streptococcus";1
"2604";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2605";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2606";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2607";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,37
"2608";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2609";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2610";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2611";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,91
"2612";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2613";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,63
"2614";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2615";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,62
"2616";"A";"Sanger";"full";"Coriobacteriaceae_Collinsella";1
"2617";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2618";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,99
"2619";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,55
"2620";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2621";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,56
"2622";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2623";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2624";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,95
"2625";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2626";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,53
"2627";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2628";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"2629";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2630";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,88
"2631";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2632";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2633";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,69
"2634";"A";"Sanger";"full";"Veillonellaceae_Phascolarctobacterium";1
"2635";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2636";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2637";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2638";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2639";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2640";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2641";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2642";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,98
"2643";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,22
"2644";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,39
"2645";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,32
"2646";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2647";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2648";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2649";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2650";"A";"Sanger";"full";"Lachnospiraceae_Robinsoniella";0,15
"2651";"A";"Sanger";"full";"Lachnospiraceae_Dorea";1
"2652";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2653";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";0,62
"2654";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2655";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2656";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2657";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2658";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2659";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"2660";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,96
"2661";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,96
"2662";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,72
"2663";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,96
"2664";"A";"Sanger";"full";"Ruminococcaceae_Acetanaerobacterium";0,68
"2665";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,58
"2666";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"2667";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2668";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2669";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,99
"2670";"A";"Sanger";"full";"Lachnospiraceae_Oribacterium";0,48
"2671";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,6
"2672";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2673";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,99
"2674";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2675";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,53
"2676";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,99
"2677";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";0,54
"2678";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2679";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2680";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2681";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,94
"2682";"A";"Sanger";"full";"Coriobacteriaceae_Eggerthella";0,42
"2683";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2684";"A";"Sanger";"full";"Ruminococcaceae_Anaerotruncus";0,25
"2685";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,33
"2686";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2687";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,42
"2688";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2689";"A";"Sanger";"full";"Rikenellaceae_Alistipes";0,98
"2690";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,58
"2691";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,85
"2692";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2693";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2694";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2695";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,98
"2696";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,76
"2697";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,93
"2698";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2699";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2700";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2701";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2702";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2703";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2704";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2705";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,65
"2706";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2707";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,89
"2708";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2709";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2710";"A";"Sanger";"full";"Erysipelotrichaceae_Coprobacillus";0,87
"2711";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2712";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,86
"2713";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2714";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2715";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2716";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2717";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,85
"2718";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,44
"2719";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2720";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2721";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2722";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,98
"2723";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,58
"2724";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2725";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2726";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,74
"2727";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"2728";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,46
"2729";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,86
"2730";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,61
"2731";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2732";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"2733";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2734";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2735";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,7
"2736";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,93
"2737";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,91
"2738";"A";"Sanger";"full";"Erysipelotrichaceae_Coprobacillus";0,78
"2739";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2740";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2741";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2742";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2743";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"2744";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2745";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2746";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2747";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,61
"2748";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,71
"2749";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,61
"2750";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2751";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2752";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2753";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2754";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,81
"2755";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,45
"2756";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2757";"A";"Sanger";"full";"Streptococcaceae_Streptococcus";1
"2758";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,26
"2759";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,7
"2760";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,96
"2761";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,99
"2762";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,6
"2763";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2764";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,51
"2765";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2766";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,59
"2767";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,96
"2768";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,91
"2769";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,44
"2770";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2771";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,26
"2772";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,94
"2773";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"2774";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,87
"2775";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2776";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2777";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2778";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2779";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2780";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2781";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2782";"A";"Sanger";"full";"Lachnospiraceae_Oribacterium";0,45
"2783";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2784";"A";"Sanger";"full";"Coriobacteriaceae_Olsenella";0,97
"2785";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,48
"2786";"A";"Sanger";"full";"Ruminococcaceae_Acetanaerobacterium";0,53
"2787";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2788";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2789";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2790";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2791";"A";"Sanger";"full";"Ruminococcaceae_Lactonifactor";0,58
"2792";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2793";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2794";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,88
"2795";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2796";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2797";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,91
"2798";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,85
"2799";"A";"Sanger";"full";"Lachnospiraceae_Moryella";0,42
"2800";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2801";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,57
"2802";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2803";"A";"Sanger";"full";"Lachnospiraceae_Robinsoniella";0,51
"2804";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"2805";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2806";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,61
"2807";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,81
"2808";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,88
"2809";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2810";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,77
"2811";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2812";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,43
"2813";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,79
"2814";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,72
"2815";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2816";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,85
"2817";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2818";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2819";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,73
"2820";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2821";"A";"Sanger";"full";"Coriobacteriaceae_Eggerthella";0,61
"2822";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2823";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2824";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2825";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2826";"A";"Sanger";"full";"Coriobacteriaceae_Paraeggerthella";0,15
"2827";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2828";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2829";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"2830";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,42
"2831";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,5
"2832";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,98
"2833";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2834";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2835";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,65
"2836";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,91
"2837";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2838";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2839";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2840";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,99
"2841";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2842";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,61
"2843";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2844";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,71
"2845";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,88
"2846";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,49
"2847";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,82
"2848";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2849";"A";"Sanger";"full";"Lachnospiraceae_Dorea";1
"2850";"A";"Sanger";"full";"Streptococcaceae_Streptococcus";1
"2851";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2852";"A";"Sanger";"full";"Ruminococcaceae_Papillibacter";0,64
"2853";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2854";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,51
"2855";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,65
"2856";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2857";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2858";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2859";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,93
"2860";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2861";"A";"Sanger";"full";"Pasteurellaceae_Haemophilus";0,81
"2862";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,99
"2863";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2864";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2865";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,64
"2866";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2867";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2868";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"2869";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";0,99
"2870";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2871";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2872";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2873";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2874";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2875";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2876";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2877";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2878";"A";"Sanger";"full";"Streptococcaceae_Streptococcus";1
"2879";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"2880";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2881";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2882";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2883";"A";"Sanger";"full";"Eubacteriaceae_Eubacterium";0,81
"2884";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2885";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,84
"2886";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,9
"2887";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2888";"A";"Sanger";"full";"Pasteurellaceae_Haemophilus";0,96
"2889";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2890";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,55
"2891";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2892";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,91
"2893";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,42
"2894";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2895";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2896";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2897";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2898";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2899";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2900";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2901";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"2902";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,86
"2903";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2904";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2905";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2906";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"2907";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2908";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"2909";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,56
"2910";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";0,98
"2911";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,85
"2912";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2913";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,47
"2914";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2915";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2916";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2917";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2918";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2919";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,23
"2920";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,64
"2921";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"2922";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"2923";"A";"Sanger";"full";"Geobacteraceae_Geopsychrobacter";0,35
"2924";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,37
"2925";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,89
"2926";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2927";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2928";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,97
"2929";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2930";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"2931";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,82
"2932";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,84
"2933";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"2934";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";0,53
"2935";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,99
"2936";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
