"";"samples";"technology";"run";"tax";"conf"
"1";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"2";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,95
"3";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"4";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"5";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,82
"6";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"7";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"8";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"9";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,94
"10";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,46
"11";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"12";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"13";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"14";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"15";"A";"Sanger";"full";"Eubacteriaceae_Eubacterium";0,34
"16";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,83
"17";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"18";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"19";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,98
"20";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"21";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"22";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,5
"23";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"24";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,97
"25";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"26";"A";"Sanger";"full";"Porphyromonadaceae_Barnesiella";0,94
"27";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"28";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"29";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"30";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,62
"31";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"32";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"33";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,99
"34";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,62
"35";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"36";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,4
"37";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,99
"38";"A";"Sanger";"full";"Ruminococcaceae_Sporobacter";0,62
"39";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"40";"A";"Sanger";"full";"Lachnospiraceae_Dorea";1
"41";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"42";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,56
"43";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,58
"44";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"45";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"46";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"47";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"48";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"49";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"50";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,71
"51";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"52";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,93
"53";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"54";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,69
"55";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,74
"56";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,89
"57";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"58";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"59";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"60";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"61";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"62";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,48
"63";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"64";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"65";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"66";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"67";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"68";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"69";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,91
"70";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"71";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"72";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"73";"A";"Sanger";"full";"Veillonellaceae_Megamonas";0,95
"74";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"75";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,65
"76";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,99
"77";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"78";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"79";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"80";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"81";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"82";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"83";"A";"Sanger";"full";"Ruminococcaceae_Hydrogenoanaerobacterium";0,37
"84";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"85";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,44
"86";"A";"Sanger";"full";"Lachnospiraceae_Hespellia";0,51
"87";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"88";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"89";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"90";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";0,91
"91";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"92";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,32
"93";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"94";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"95";"A";"Sanger";"full";"Lachnospiraceae_Robinsoniella";0,52
"96";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"97";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"98";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"99";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"100";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"101";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"102";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,36
"103";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"104";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"105";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"106";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"107";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,39
"108";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"109";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,66
"110";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"111";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,93
"112";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"113";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,99
"114";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"115";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"116";"A";"Sanger";"full";"Ruminococcaceae_Lactonifactor";0,17
"117";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"118";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"119";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"120";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"121";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"122";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,96
"123";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,95
"124";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"125";"A";"Sanger";"full";"Alcaligenaceae_Sutterella";1
"126";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"127";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"128";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,92
"129";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"130";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"131";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"132";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,71
"133";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"134";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,43
"135";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,98
"136";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,61
"137";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,95
"138";"A";"Sanger";"full";"Ruminococcaceae_Hydrogenoanaerobacterium";0,38
"139";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,84
"140";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,87
"141";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,88
"142";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,91
"143";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,93
"144";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,6
"145";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,98
"146";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,99
"147";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,66
"148";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"149";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"150";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"151";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"152";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,42
"153";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"154";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,43
"155";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"156";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,3
"157";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,62
"158";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,46
"159";"A";"Sanger";"full";"Alcaligenaceae_Sutterella";1
"160";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"161";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"162";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"163";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,26
"164";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,8
"165";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"166";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,66
"167";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"168";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"169";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"170";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,73
"171";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,66
"172";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,87
"173";"A";"Sanger";"full";"Erysipelotrichaceae_Coprobacillus";0,69
"174";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"175";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"176";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"177";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,98
"178";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"179";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,55
"180";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,66
"181";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"182";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"183";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"184";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"185";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,92
"186";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"187";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"188";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,66
"189";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"190";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"191";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"192";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"193";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"194";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"195";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,39
"196";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"197";"A";"Sanger";"full";"Ruminococcaceae_Anaerotruncus";0,55
"198";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"199";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"200";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"201";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,53
"202";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,29
"203";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"204";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"205";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,93
"206";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"207";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,55
"208";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,58
"209";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,41
"210";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"211";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,98
"212";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,69
"213";"A";"Sanger";"full";"Porphyromonadaceae_Parabacteroides";1
"214";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,74
"215";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,66
"216";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,59
"217";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,84
"218";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"219";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,59
"220";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"221";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"222";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,48
"223";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"224";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"225";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,97
"226";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"227";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"228";"A";"Sanger";"full";"Coriobacteriaceae_Collinsella";1
"229";"A";"Sanger";"full";"Veillonellaceae_Megamonas";1
"230";"A";"Sanger";"full";"Ruminococcaceae_Lactonifactor";0,49
"231";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,56
"232";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"233";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"234";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"235";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"236";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,47
"237";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"238";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"239";"A";"Sanger";"full";"Ruminococcaceae_Oscillibacter";1
"240";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"241";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,76
"242";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"243";"A";"Sanger";"full";"Lachnospiraceae_Anaerostipes";0,37
"244";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"245";"A";"Sanger";"full";"Coriobacteriaceae_Collinsella";1
"246";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,44
"247";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"248";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,32
"249";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"250";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"251";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"252";"A";"Sanger";"full";"Ruminococcaceae_Acetanaerobacterium";0,55
"253";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,99
"254";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"255";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"256";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"257";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"258";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"259";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,99
"260";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,57
"261";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"262";"A";"Sanger";"full";"Lachnospiraceae_Dorea";1
"263";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,91
"264";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,9
"265";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"266";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"267";"A";"Sanger";"full";"Ruminococcaceae_Hydrogenoanaerobacterium";0,53
"268";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"269";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"270";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"271";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,89
"272";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,99
"273";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"274";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,99
"275";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,38
"276";"A";"Sanger";"full";"Erysipelotrichaceae_Coprobacillus";0,83
"277";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"278";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"279";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,89
"280";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"281";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,98
"282";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"283";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"284";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"285";"A";"Sanger";"full";"Ruminococcaceae_Papillibacter";0,87
"286";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"287";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"288";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"289";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,87
"290";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,55
"291";"A";"Sanger";"full";"Porphyromonadaceae_Parabacteroides";1
"292";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"293";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";1
"294";"A";"Sanger";"full";"Bifidobacteriaceae_Bifidobacterium";1
"295";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,61
"296";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"297";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,75
"298";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,75
"299";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"300";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,8
"301";"A";"Sanger";"full";"Lachnospiraceae_Dorea";0,97
"302";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"303";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"304";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"305";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,91
"306";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"307";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"308";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"309";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"310";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"311";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"312";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,54
"313";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,85
"314";"A";"Sanger";"full";"Ruminococcaceae_Ethanoligenens";0,39
"315";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,88
"316";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"317";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"318";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"319";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,89
"320";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"321";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"322";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"323";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,83
"324";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,58
"325";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"326";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"327";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"328";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"329";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"330";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"331";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,39
"332";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"333";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"334";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,96
"335";"A";"Sanger";"full";"Incertae_Sedis_XIII_Anaerovorax";0,98
"336";"A";"Sanger";"full";"Veillonellaceae_Veillonella";1
"337";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,46
"338";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"339";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"340";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"341";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,8
"342";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,21
"343";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,99
"344";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"345";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,84
"346";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"347";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"348";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"349";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"350";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"351";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"352";"A";"Sanger";"full";"Ruminococcaceae_Hydrogenoanaerobacterium";0,41
"353";"A";"Sanger";"full";"Rikenellaceae_Alistipes";1
"354";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,52
"355";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,64
"356";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,95
"357";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,98
"358";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,96
"359";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";0,94
"360";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,76
"361";"A";"Sanger";"full";"Ruminococcaceae_Acetivibrio";0,95
"362";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,69
"363";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"364";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";0,36
"365";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"366";"A";"Sanger";"full";"Lachnospiraceae_Dorea";1
"367";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";1
"368";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"369";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"370";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"371";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"372";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"373";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";0,98
"374";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";0,83
"375";"A";"Sanger";"full";"Bacteroidaceae_Bacteroides";1
"376";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,53
"377";"A";"Sanger";"full";"Lachnospiraceae_Coprococcus";1
"378";"A";"Sanger";"full";"Ruminococcaceae_Subdoligranulum";0,98
"379";"A";"Sanger";"full";"Ruminococcaceae_Faecalibacterium";1
"380";"A";"Sanger";"full";"Ruminococcaceae_Ruminococcus";1
"381";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,28
"382";"A";"Sanger";"full";"Incertae_Sedis_XIV_Blautia";0,67
"383";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
"384";"A";"Sanger";"full";"Lachnospiraceae_Roseburia";1
